source,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Seedly,1/10/19 16:15,Perfect if you're heading into town later... Or over the weekends. Ã°ÂÂÂ,5,5,0,0,0,0,0,1,1200888173432548,/story.php?story_fbid=1200888173432548&id=460639650790741
Seedly,1/10/19 12:26,Good news! SP Group just announced that the electricity tariff will be reduced from 24.22 cents to 23.43 cents! Ã°ÂÂÂ± Wanna bring your utility bill down even more? Find out how: http://bit.ly/2nhwUBX,9,5,3,0,0,1,0,1,1200777236776975,/story.php?story_fbid=1200777236776975&id=460639650790741
Seedly,1/10/19 8:00,How do I find out who are the owners of the companyÃ¢ÂÂs restricted shares?,1,1,0,0,0,0,0,1,1200251763496189,/story.php?story_fbid=1200251763496189&id=460639650790741
Seedly,30/9/19 19:30,Speedtest vs price vs contract length. We did a comparison of all the fibre broadband plans. Start saving on your bills today!,7,6,0,1,0,0,0,3,1200239256830773,/story.php?story_fbid=1200239256830773&id=460639650790741
Seedly,30/9/19 18:00,For those who didn't know: Application for Home Caregiving Grant Opens Tomorrow!  HereÃ¢ÂÂs How You Can Apply To Receive A Monthly Cash Payout Of $200.,5,4,0,0,0,1,0,1,1200191996835499,/story.php?story_fbid=1200191996835499&id=460639650790741
Seedly,29/9/19 12:00,"Did you know IVF in Singapore comes with an estimated 40% success rate? Of course, this partly depends on how old you are!",0,0,0,0,0,0,0,1,1199123033609062,/story.php?story_fbid=1199123033609062&id=460639650790741
Seedly,30/9/19 15:06,"""ItÃ¢ÂÂs always so tempting for me to put whatever I have in first because I never know if the share price is going to drop back to that price. But knowing that there are extra fees charged per trade. Is it worth for me to do so?""  Does this sound like you? Check this out with really good answers from our community members :)",4,3,0,0,1,0,0,1,1200113090176723,/story.php?story_fbid=1200113090176723&id=460639650790741
Seedly,30/9/19 12:01,Would you trust Temasek HoldingÃ¢ÂÂs picks? Ã°ÂÂ¤Â,14,14,0,0,0,0,0,1,1200036390184393,/story.php?story_fbid=1200036390184393&id=460639650790741
Seedly,30/9/19 8:00,"Closing date of IPO: 12pm, TODAY! Check out what some of the investors are saying!",6,6,0,0,0,0,0,1,1197778193743546,/story.php?story_fbid=1197778193743546&id=460639650790741
Seedly,29/9/19 12:48,This is a very common question which most working adults face today. Especially once you have a few thousands in your bank account and start realising that maybe you should be doing something about it. How do you know you are ACTUALLY ready to make that first step? :),16,14,0,1,0,1,0,1,1199289226925776,/story.php?story_fbid=1199289226925776&id=460639650790741
Seedly,28/9/19 12:00,"Still remember Singapore's 5Cs?  Well, they're a little outdated, aren't they?  No worries, The Woke Salaryman shares the 5Cs that matter nowadays. Do you agree?",10,9,1,0,0,0,0,2,1198416040346428,/story.php?story_fbid=1198416040346428&id=460639650790741
Seedly,27/9/19 18:20,"PSA: Don't just look at the device prices! Also, it looks like SIM-only + device is still the way to go... Ã°ÂÂÂ",11,10,0,1,0,0,0,1,1197811383740227,/story.php?story_fbid=1197811383740227&id=460639650790741
Seedly,27/9/19 15:56,Will you reallocate your assets to invest in a Chanel bag that can potentially make you a 70% profit?,6,4,1,0,1,0,0,1,1197735507081148,/story.php?story_fbid=1197735507081148&id=460639650790741
Seedly,27/9/19 13:16,"It's lunchtime! To celebrate TGIF, why not go for an affordable KBBQ? Here are some places you can go for affordable smoked, barbecued meats.",7,4,0,3,0,0,0,5,1197657097088989,/story.php?story_fbid=1197657097088989&id=460639650790741
Seedly,27/9/19 8:00,32 Years Old Single with no dependent Makes $12-$14k/month Liabilities look after themselves should anything happen to me.,5,5,0,0,0,0,0,1,1194569574064408,/story.php?story_fbid=1194569574064408&id=460639650790741
"Seedly,MONEY FM 89.3",24/9/19 17:45,Are you investing for your future? Is the fear of losing your money hindering you from getting started? Don't worry! We got your back with this investment starter kit: https://blog.seedly.sg/ultimate-personal-finance-guide-to-investing-singapore/Are you investing for your future? Is the fear of losing your money hindering you from getting started?  Seedly's Kenneth Lou and Ming Feng tells us why we should get over the fear of investing and how you can start.,7,7,0,0,0,0,0,1,1197138667140832,/story.php?story_fbid=1197138667140832&id=460639650790741
Seedly,26/9/19 18:20,Have you heard of the 50-30-20 Rule? Or are you currently on the 100-0-0 Plan... Ã°ÂÂÂ,29,28,1,0,0,0,0,1,1196998583821507,/story.php?story_fbid=1196998583821507&id=460639650790741
Seedly,26/9/19 18:00,"The true price of popularity...is taxable!  Find out how Singapore's influencers are taxed, and how exactly they earn $$$.",13,10,2,0,1,0,0,1,1196985903822775,/story.php?story_fbid=1196985903822775&id=460639650790741
Seedly,26/9/19 15:53,"The financial ratios look good, but is this company worth investing in right now? Ã°ÂÂ§Â",2,2,0,0,0,0,0,1,1196923883828977,/story.php?story_fbid=1196923883828977&id=460639650790741
Seedly,26/9/19 12:11,"Getting an abortion shouldnÃ¢ÂÂt be something thatÃ¢ÂÂs stigmatised in Singapore. Here are the costs of it, and some tips from the girls whoÃ¢ÂÂve been through it!",21,10,0,1,1,2,7,2,1196817677172931,/story.php?story_fbid=1196817677172931&id=460639650790741
Seedly,26/9/19 8:00,Is it better to pay for a house using cash? Calling all experienced house buyers out there. Help a fellow Singaporean out!,6,6,0,0,0,0,0,1,1194567810731251,/story.php?story_fbid=1194567810731251&id=460639650790741
Seedly,25/9/19 18:57,"What if it promises a monthly revenue of $40,000 and a net profit of $5,000?",25,21,4,0,0,0,0,6,1196217147232984,/story.php?story_fbid=1196217147232984&id=460639650790741
Seedly,25/9/19 18:06,"Going to Sentosa to visit the Merlion before it's gone for good?  Good news, locals get to enjoy 50% off their tickets!  While you're at it, save some money on getting there and other attractions!",5,4,0,1,0,0,0,1,1196186173902748,/story.php?story_fbid=1196186173902748&id=460639650790741
Seedly,25/9/19 14:49,Looking for the best moneychangers with the best exchange rates? Look no further... Ã°ÂÂ¤Â,8,7,0,1,0,0,0,2,1196096657245033,/story.php?story_fbid=1196096657245033&id=460639650790741
Seedly,25/9/19 12:00,Jio your makan kakis... It's 1-for-1 buffet time! Ã°ÂÂ¤Â¤,25,23,0,0,2,0,0,1,1195336413987724,/story.php?story_fbid=1195336413987724&id=460639650790741
Seedly,25/9/19 8:00,The showdown between a GOOD INVESTOR and POOR INVESTOR.,2,2,0,0,0,0,0,1,1194567017397997,/story.php?story_fbid=1194567017397997&id=460639650790741
Seedly,24/9/19 19:30,Some call this the Best REIT IPO in 2019. What do you think? Discuss here: https://seedly.sg/questions/is-lendlease-global-commercial-reit-ipo-worth-investing-in,13,12,0,0,1,0,0,1,1195463900641642,/story.php?story_fbid=1195463900641642&id=460639650790741
Seedly,24/9/19 18:15,"Did you know: You will be spending ~$6,000 in total on pads, or $11,000 for tampons in your lifetime?  Other than upfront costs, there are environmental costs to consider as well!  Today, we decide to find some cheaper, and more environmentally friendly menstrual products for you!",5,4,0,0,1,0,0,1,1195417400646292,/story.php?story_fbid=1195417400646292&id=460639650790741
Seedly,24/9/19 14:44,Is it really over? Ã°ÂÂÂ,6,3,0,0,0,3,0,1,1195280327326666,/story.php?story_fbid=1195280327326666&id=460639650790741
Seedly,24/9/19 12:22,"In the recent 2019 Global Retirement Index, Singapore was ranked 1st for our Finances in Retirement Index.  But that does not necessarily mean that we have good retirement security since there are also other factors at play.  Which, unfortunately, we didn't perform so well in.",12,9,0,0,1,2,0,1,1195200740667958,/story.php?story_fbid=1195200740667958&id=460639650790741
Seedly,24/9/19 8:00,""" Is it they SIAO?"" $1.6K is as good as a new laptop.",8,5,2,0,0,1,0,4,1194565877398111,/story.php?story_fbid=1194565877398111&id=460639650790741
Seedly,23/9/19 21:00,Very common question among young couples: Should you exhaust all savings in your OA when getting BTO keys?,9,8,0,0,1,0,0,2,1194564944064871,/story.php?story_fbid=1194564944064871&id=460639650790741
Seedly,23/9/19 8:36,It really be like that sometimes... Ã°ÂÂÂ Why not start today with something simple? Like getting protected before sh*t hits the fan: http://bit.ly/2kO9FOP,9,7,1,0,0,1,0,1,1194294280758604,/story.php?story_fbid=1194294280758604&id=460639650790741
Seedly,22/9/19 17:53,"Remember our previous article?  The one that highlighted how your money may end up going to the government if you pass on without any surviving relatives and don't have a will?  Well, we've got your back, here's where you can get your will done to prevent the above from happening!",21,19,0,2,0,0,0,1,1193800264141339,/story.php?story_fbid=1193800264141339&id=460639650790741
Seedly,22/9/19 12:00,"Is driving Grab a good source of side income? No doubt!  But for young people starting out their careers, The Woke Salaryman shares why it might not be the wisest choice.",13,11,2,0,0,0,0,1,1193544390833593,/story.php?story_fbid=1193544390833593&id=460639650790741
Seedly,22/9/19 10:00,Did you know that fraud and manipulation arenÃ¢ÂÂt just committed by small companies? Find out how to detect them! Ã°ÂÂ§Â,4,3,0,0,1,0,0,1,1193282840859748,/story.php?story_fbid=1193282840859748&id=460639650790741
Seedly,21/9/19 14:30,"Ever wondered what are the top financial products in Singapore based on real user reviews in 2019?  We take a look at the consumer's choice over the year to allow Singaporeans to make smarter financial decision. Well, no prize for guessing which telco got the worst rating.",24,21,0,3,0,0,0,1,1192799000908132,/story.php?story_fbid=1192799000908132&id=460639650790741
Seedly,21/9/19 12:00,"Planning for your future? Well, remember to factor in the cost of raising your kid too!  How much does it really cost to raise a child in Singapore though?",39,26,2,0,5,6,0,2,1192776790910353,/story.php?story_fbid=1192776790910353&id=460639650790741
Seedly,21/9/19 11:31,"Ã¢ÂÂHereÃ¢ÂÂs to the Crazy onesÃ¢ÂÂ Ã°ÂÂÂ In October 2019, weÃ¢ÂÂve got a jam packed month for the Top Contributors in our Seedly community. Ã°ÂÂÂ WeÃ¢ÂÂre inviting our top contributors to attend private meetups with some really exciting FinTech companies, Revolut, YouTrip, Transferwise and InstaRem who are launching new Challenger Bank products and services in the SG market. Do you want to... Get ahead of the line, try these cards first hand, get free credits, merchandise and meet the teams behind the scenes? Simply become a LEVEL 4 contributor on Seedly (seedly.sg), and receive an exclusive invite via email in the month of October! Each meetup is only capped at 30 pax! Revolut - 2 October, 7pm Transferwise - 15 October, 7pm InstaRem - 23 October, 7pm YouTrip - 31 October, 7pm",34,30,0,1,3,0,0,1,1192781657576533,/story.php?story_fbid=1192781657576533&id=460639650790741
Seedly,21/9/19 10:05,"Though no longer as prevalent as before, the giving of dowries still exist in Singapore. Learn more about the cost of traditional dowries here!",17,16,0,1,0,0,0,1,1192739087580790,/story.php?story_fbid=1192739087580790&id=460639650790741
Seedly,20/9/19 18:06,Also useful as a list of places to avoid this F1 weekend. Ã°ÂÂÂ,7,5,2,0,0,0,0,1,1192177400970292,/story.php?story_fbid=1192177400970292&id=460639650790741
Seedly,20/9/19 15:04,Is a uni degree still worth the $$? Find out how to measure the returns on your (expensive) degree here!,14,11,3,0,0,0,0,1,1192084554312910,/story.php?story_fbid=1192084554312910&id=460639650790741
Seedly,20/9/19 12:03,"Just this year, CPF clawed back $2.7billion worth of unpaid contributions from employers. Are you one of those who didn't get paid?  Here's how to make sure you're not one of them!",15,11,0,0,3,0,1,1,1191999677654731,/story.php?story_fbid=1191999677654731&id=460639650790741
Seedly,20/9/19 8:00,Or is there no option at all?,6,6,0,0,0,0,0,1,1186267891561243,/story.php?story_fbid=1186267891561243&id=460639650790741
Seedly,19/9/19 8:00,"Netflix, and wallet not chill?",0,0,0,0,0,0,0,1,1186250621562970,/story.php?story_fbid=1186250621562970&id=460639650790741
"Seedly,MONEY FM 89.3",17/9/19 16:22,"Catch Seedly on MONEY FM 89.3 every Wednesday on #YourMoney with Michelle Martin on air to share all you need know on personal finance, retirement, investing and more! In this video, we discussed a little about personal finance 101 such as: An outdated Singapore Dream: http://bit.ly/2kRSBXW Personal Finance Framework: http://bit.ly/2kIqqeg Ways to track your expenses: http://bit.ly/2kuhetMDespite knowing the importance of saving, some of us still find it hard to save. Seedly's Kenneth Lou and Ming Feng join us as they share some tips on how you can make saving a breeze for yourself.",12,11,0,1,0,0,0,1,1191545531033479,/story.php?story_fbid=1191545531033479&id=460639650790741
Seedly,19/9/19 17:37,HereÃ¢ÂÂs how you can invest a fixed sum every month while chilling on the beach.,59,57,0,1,1,0,0,7,1191415891046443,/story.php?story_fbid=1191415891046443&id=460639650790741
Seedly,19/9/19 15:01,Here's 5 things you need to know about Singapore Post 2019 AGM for those who are interested in investing in Singpost!,2,2,0,0,0,0,0,1,1191341441053888,/story.php?story_fbid=1191341441053888&id=460639650790741
Seedly,19/9/19 12:01,"Is it worth putting your $$ in fixed deposits? Plus, find out the latest FD interest rates in Singapore!",18,18,0,0,0,0,0,2,1191257021062330,/story.php?story_fbid=1191257021062330&id=460639650790741
Seedly,18/9/19 15:11,"330 childcare centres will be rising their fees next year,  a move that came shortly after news of higher subsidies were announced during the National Day Rally.  These childcare centres make up about one-fifth of the total number of childcare centres in Singapore.",8,5,1,0,0,2,0,2,1190618104459555,/story.php?story_fbid=1190618104459555&id=460639650790741
Seedly,18/9/19 15:00,"Find out if a mid-career switch is what you need, and the best industries + subsidies to knowÃ°ÂÂÂ",27,27,0,0,0,0,0,1,1190612951126737,/story.php?story_fbid=1190612951126737&id=460639650790741
Seedly,18/9/19 12:23,What is the purpose of money in your life? Ã°ÂÂ§Â,9,8,0,1,0,0,0,1,1190544637800235,/story.php?story_fbid=1190544637800235&id=460639650790741
Seedly,18/9/19 8:00,It can be financial advice or just about life in general.,1,1,0,0,0,0,0,1,1186249668229732,/story.php?story_fbid=1186249668229732&id=460639650790741
Seedly,17/9/19 18:01,"Working hard your whole life does not mean youÃ¢ÂÂd save enough for your golden years.  For low-income elderly Singaporeans who fall through the cracks, here are some government subsidies and charities that will provide you with additional help.",19,19,0,0,0,0,0,1,1189989244522441,/story.php?story_fbid=1189989244522441&id=460639650790741
Seedly,17/9/19 12:06,"Do you dream of owning a freehold condo? You'll need to be earning $7,100 a month!",65,55,2,1,6,1,0,5,1189839351204097,/story.php?story_fbid=1189839351204097&id=460639650790741
Seedly,17/9/19 12:00,That's even more than an entry-level Macbook Air...,9,3,2,0,2,1,1,3,1189790777875621,/story.php?story_fbid=1189790777875621&id=460639650790741
Seedly,17/9/19 8:00,"$700,000 Condominium.  Is it a dream or is it really possible for me and my partner?",6,5,1,0,0,0,0,3,1186247268229972,/story.php?story_fbid=1186247268229972&id=460639650790741
Seedly,16/9/19 18:49,Need some help boosting your parents' retirement income?  HDB's Lease Buyback Scheme may be one of the right solutions for you!,9,8,0,0,1,0,0,1,1189294097925289,/story.php?story_fbid=1189294097925289&id=460639650790741
Seedly,16/9/19 18:00,ETFs and index funds have become really popular even in asset managers' funds. Are big firms getting higher valuations without much review of their fundamentals due to this?,1,1,0,0,0,0,0,1,1189270001261032,/story.php?story_fbid=1189270001261032&id=460639650790741
Seedly,16/9/19 14:59,"Got $28,895 to spare? You can throw a luxurious wedding in Bali. Some would say itÃ¢ÂÂs about equivalent to the cost of weddings right here in Singapore!",26,25,0,0,1,0,0,7,1189192741268758,/story.php?story_fbid=1189192741268758&id=460639650790741
Seedly,16/9/19 12:14,"PSA to Freelancers and Self-Employed Individuals If you earn an average income of >$1,800/month, you have to pay income taxes. If not, you may get fined up to $10,000!",10,10,0,0,0,0,0,1,1189123064609059,/story.php?story_fbid=1189123064609059&id=460639650790741
Seedly,16/9/19 8:00,"""My wedding is coming up, does anyone have any tips on how to save money?""",3,3,0,0,0,0,0,1,1186246011563431,/story.php?story_fbid=1186246011563431&id=460639650790741
Seedly,15/9/19 13:00,"To all the parents out there, you may want to consider this!  ""Topping up CPF has less flexibility when it comes to future usage but it's able to start compounding the interest early on. In comparison, should I put the money into an RSP with lesser interests but greater liquidity of funds instead? Just in case I need the funds in future emergencies. What would most of you pick? """,10,10,0,0,0,0,0,2,1186994281488604,/story.php?story_fbid=1186994281488604&id=460639650790741
Seedly,15/9/19 12:42,"As Singaporeans, we probably expect a lot from our children.  Good grades, good character, good career... You get the gist.  But as The Woke Salaryman explains, one thing we shouldn't be expecting from them, is to be our retirement plan.",28,27,1,0,0,0,0,2,1188369684684397,/story.php?story_fbid=1188369684684397&id=460639650790741
Seedly,15/9/19 10:00,"PSI Levels are currently in the 'Unhealthy' range. MOH hasn't activated the Haze Subsidy Scheme yet, but here's what you need to know if things get worse. Ã°ÂÂÂ·",13,11,0,1,1,0,0,1,1188093428045356,/story.php?story_fbid=1188093428045356&id=460639650790741
Seedly,14/9/19 10:48,"Thinking of something to do this weekend? Why not spend some time going through these CPF hacks we shared on a recent Money FM 89.3 show? ""Does transferring from OA to SA make sense?"" ""Why does everyone say I should add $1 to my SRS?"" ""Should I top up cash into my SA?""",113,113,0,0,0,0,0,8,1187517351436297,/story.php?story_fbid=1187517351436297&id=460639650790741
Seedly,14/9/19 8:00,Are you really making a loss?,1,1,0,0,0,0,0,2,1184042191783813,/story.php?story_fbid=1184042191783813&id=460639650790741
Seedly,13/9/19 18:00,"Yes, wedding insurance exists! Here's why you might want to consider getting it. Ã°ÂÂÂ",10,7,3,0,0,0,0,1,1186964621491570,/story.php?story_fbid=1186964621491570&id=460639650790741
Seedly,13/9/19 16:30,Need ideas for (first) date night? Here're some recommendations and some tips on how you can save! Ã°ÂÂÂ,10,10,0,0,0,0,0,1,1186924948162204,/story.php?story_fbid=1186924948162204&id=460639650790741
Seedly,13/9/19 12:06,"Sometimes, the things that you need to know about are not the most exciting topics.  Insurance nomination is one of those topics.  But fret not, we've got your back!",40,39,0,1,0,0,0,1,1186810968173602,/story.php?story_fbid=1186810968173602&id=460639650790741
Seedly,13/9/19 10:09,Want to switch but don't know which? #2yearcontractssuck Find the best SIM-only plan for yourself now: http://bit.ly/2m7ZKnh,22,16,6,0,0,0,0,1,1186751918179507,/story.php?story_fbid=1186751918179507&id=460639650790741
Seedly,13/9/19 8:00,"Just went for a job interview and got a call that they're accepting me and they want me to reply by Wednesday. However, I have another interview on Thursday which I'd like to try.  What do I do?",5,5,0,0,0,0,0,1,1186267298227969,/story.php?story_fbid=1186267298227969&id=460639650790741
Seedly,12/9/19 18:00,"Ã¢ÂÂ Hi, my name is X. This video is especially for those who wanna be able to start a business, and travel every monthÃ¢ÂÂ¦Ã¢ÂÂ They may have destroyed your Youtube video experiences, but it is not disrupting their INCOME.",24,21,2,0,0,0,1,2,1186169741571058,/story.php?story_fbid=1186169741571058&id=460639650790741
Seedly,12/9/19 15:24,"These companies just raised their dividends, but are they sound investments? Ã°ÂÂ¤Â",23,22,0,1,0,0,0,1,1186135318241167,/story.php?story_fbid=1186135318241167&id=460639650790741
Seedly,12/9/19 12:20,"With several complaints lodged previously, new guidelines will soon be provided for businesses on price transparency.  Soon, we won't have to fall prey to misleading limited-time promotions any more!  But have you ever wondered how products from Valu$ and ABC Bargain Centre can be so cheap?",1,1,0,0,0,0,0,1,1186053984915967,/story.php?story_fbid=1186053984915967&id=460639650790741
Seedly,12/9/19 8:00,Fresh graduate looking to invest with limited capital. Any tips for him?,10,10,0,0,0,0,0,3,1184040008450698,/story.php?story_fbid=1184040008450698&id=460639650790741
Seedly,11/9/19 18:30,How much does it usually cost if you get sued for defamation? We look at some high profile defamation cases to find out!,32,21,3,0,6,2,0,2,1185486721639360,/story.php?story_fbid=1185486721639360&id=460639650790741
Seedly,11/9/19 18:00,PSA: There's more to SkillsFuture than $500 credits. Here's how to maximise it!,2,2,0,0,0,0,0,1,1185466831641349,/story.php?story_fbid=1185466831641349&id=460639650790741
Seedly,11/9/19 15:35,How do the higher income ceilings and NEW Enhanced CPF Housing Grant affect homebuyers? Ã°ÂÂ¤Â Read more to find out...,5,5,0,0,0,0,0,1,1185409088313790,/story.php?story_fbid=1185409088313790&id=460639650790741
Seedly,11/9/19 11:27,The numbers for the September 2019 BTO launches in Punggol and Tampines are out!  HereÃ¢ÂÂs a step-by-step guide for someone applying for their first HDB BTO.,24,23,0,0,1,0,0,1,1185299121658120,/story.php?story_fbid=1185299121658120&id=460639650790741
Seedly,11/9/19 8:00,"Current take-home salary: $2,598 Target savings: $100,000 How to do it?",32,28,3,1,0,0,0,2,1184039328450766,/story.php?story_fbid=1184039328450766&id=460639650790741
Seedly,10/9/19 18:00,Choose the CHEAPEST SIM Only Mobile Plan in less than 10 seconds! Singapore's first SIM Only Comparison allows you to compare 13 telcos and more than 30 plans to pick the best plan for you!,13,10,1,1,0,1,0,1,1184751731712859,/story.php?story_fbid=1184751731712859&id=460639650790741
Seedly,10/9/19 17:56,13 Telcos and more than 30 plans. What if we can compare them in less than 10 seconds?,72,71,0,1,0,0,0,9,1184756991712333,/story.php?story_fbid=1184756991712333&id=460639650790741
Seedly,10/9/19 13:36,PSA: StashAway has introduced it's first Singapore-Focused Income Portfolio! Here's a quick summary of it.,22,21,0,1,0,0,0,2,1184646488390050,/story.php?story_fbid=1184646488390050&id=460639650790741
Seedly,10/9/19 12:03,"Know of any polyglots around you?Ã°ÂÂÂº Time to pick up a foreign language yourself! Being multi-lingual lets you work abroad, travel with ease and meet international friends, amongst many other possibilities!",30,29,0,1,0,0,0,2,1184606371727395,/story.php?story_fbid=1184606371727395&id=460639650790741
Seedly,10/9/19 8:00,Fun Fact: People lie about their current salary at interviews anyway.,5,5,0,0,0,0,0,0,1184038715117494,/story.php?story_fbid=1184038715117494&id=460639650790741
Seedly,9/9/19 18:24,Do you know your baseline expenses as a household even if you don't head out for meals or to meet your friends?  You should!,74,54,5,0,3,12,0,11,1184065578448141,/story.php?story_fbid=1184065578448141&id=460639650790741
Seedly,9/9/19 18:16,"If you are also planning for a big purchase (Wedding, Renovation or Baby), anywhere between $10k and $40k or more, you should definitely consider this simple, no-frills Miles guide.  Here's how you can spend smartly to maximise your credit card miles to score a two-way Business trip from Singapore to New Zealand for a couple! P.S We spent the whole weekend researching on this so you won't have to!",33,29,2,1,0,1,0,6,1184061868448512,/story.php?story_fbid=1184061868448512&id=460639650790741
Seedly,9/9/19 12:25,"Here's an insurance guide for freelancers in Singapore, so that they can get paid even when theyÃ¢ÂÂre feeling under the weather. Ã°ÂÂÂ·",23,22,0,0,1,0,0,1,1183919918462707,/story.php?story_fbid=1183919918462707&id=460639650790741
Seedly,6/9/19 21:00,EDUCATION: Which should I go for? Business vs IT?,0,0,0,0,0,0,0,1,1178993638955335,/story.php?story_fbid=1178993638955335&id=460639650790741
Seedly,8/9/19 12:00,"Wait what, money can really buy you happiness?  The wise The Woke Salaryman shares how!",7,7,0,0,0,0,0,1,1183099348544764,/story.php?story_fbid=1183099348544764&id=460639650790741
Seedly,7/9/19 15:58,"We're excited to share that Seedly is the official Media partner and QnA platform at the Summit Of Alternative Retail investments (SOAR) organised by CoAssets Fintech, which features thought-leaders and industry expertsÃ¢ÂÂÃ¢ÂÂ. (for alternative investments) Jim Rogers, the keynote speaker, co-founded the Quantum Fund, a global-investment partnership. During the next 10 years, the portfolio gained 4200%, while the S&P rose less than 50%. He will be investigating a variety of issues and opportunities of different investment vehicles amidst an economy of geopolitical tension and cyclical downturn.Ã¢ÂÂ Limited 50 FREE tickets for our community members This event is exclusively organised by CoAssets Pte Ltd (CAPL) for its qualified investors. Seats are limited to 50 for the Seedly community! To ballot for a ticket, be sure to: 1) Create a CoAssets account with promocode S33DLY19 at http://bit.ly/soarnewuser 2) Complete your 6-step KYC/AML investor qualification process before 25 Sept 2019, 1800 hours. Date and Time: Sat, Oct 5 2019 at 2pm Location: Four Seasons Hotel Singapore",5,5,0,0,0,0,0,0,1182499745271391,/story.php?story_fbid=1182499745271391&id=460639650790741
Seedly,7/9/19 12:00,"Niche spaces for everyone, from freelancers and startups to creatives and families! Ã°ÂÂÂª",6,6,0,0,0,0,0,1,1182357185285647,/story.php?story_fbid=1182357185285647&id=460639650790741
Seedly,4/9/19 21:00,<PROPERTY WEDNESDAY> 4 unsuccessful BTO applications? What can you do?,0,0,0,0,0,0,0,1,1178986052289427,/story.php?story_fbid=1178986052289427&id=460639650790741
Seedly,6/9/19 18:26,What is YOUR dream?,103,92,9,0,1,1,0,6,1181837672004265,/story.php?story_fbid=1181837672004265&id=460639650790741
Seedly,6/9/19 18:24,PSA: the year-end online shopping season is upon us. Here's what to look out for during the 9.9 sales! Ã°ÂÂ¤Â©,28,28,0,0,0,0,0,1,1181836322004400,/story.php?story_fbid=1181836322004400&id=460639650790741
Seedly,6/9/19 16:16,We were happy to host the The MileLion community meetup yesterday in our office :)  Get exclusive invites via email to ALL our other VIP meetups by being active on our online Community at https://seedly.sg/questions Invites will be sent out to all Level 5 and above community members (https://seedly.sg/community/levels-and-badges),6,5,0,0,0,0,1,1,1181778318676867,/story.php?story_fbid=1181778318676867&id=460639650790741
Seedly,6/9/19 10:56,Stay in school kids. Just got your first paycheck and don't know what to do? We gotchu fam: http://bit.ly/2HRK6Vk,6,4,2,0,0,0,0,1,1181622482025784,/story.php?story_fbid=1181622482025784&id=460639650790741
Seedly,5/9/19 21:00,Have you seen any of these ads on your social media?,1,0,0,0,1,0,0,1,1178991378955561,/story.php?story_fbid=1178991378955561&id=460639650790741
Seedly,5/9/19 18:36,Do you ever worry about not reaching your CPF Full Retirement Sum when you're 55 years old? Ã°ÂÂÂÃ¢ÂÂÃ¢ÂÂÃ¯Â¸ÂÃ°ÂÂÂÃ¢ÂÂÃ¢ÂÂÃ¯Â¸Â Here's a bit of good news for you! It's actually not that difficult!,60,55,1,1,1,2,0,13,1181068958747803,/story.php?story_fbid=1181068958747803&id=460639650790741
Seedly,5/9/19 12:37,"For those interested in SATS, here are the key takeaways from this year's AGM with The Fifth Person!",2,2,0,0,0,0,0,1,1180903475431018,/story.php?story_fbid=1180903475431018&id=460639650790741
Seedly,4/9/19 18:00,"Love your pet and want to protect it? Here's a list of pet insurance you can get, according to your needs!",8,7,0,1,0,0,0,1,1180312122156820,/story.php?story_fbid=1180312122156820&id=460639650790741
Seedly,4/9/19 14:56,Is going to the dentist really as expensive as it seems?  Also: Find out what dental treatments are covered by MediSave!,13,13,0,0,0,0,0,2,1180241152163917,/story.php?story_fbid=1180241152163917&id=460639650790741
Seedly,4/9/19 11:58,"It's almost lunchtime! Since it's rainy out, why not order some food delivery in? Ã°ÂÂ¤Â©",24,23,1,0,0,0,0,1,1180173098837389,/story.php?story_fbid=1180173098837389&id=460639650790741
Seedly,3/9/19 21:00,<INSURANCE TUESDAY> Should you get an investment-linked plan if you are already looking to invest?,7,7,0,0,0,0,0,1,1178984702289562,/story.php?story_fbid=1178984702289562&id=460639650790741
Seedly,3/9/19 18:38,Do you know who your money will go to if you pass on without a will?,107,105,0,2,0,0,0,10,1179658398888859,/story.php?story_fbid=1179658398888859&id=460639650790741
Seedly,3/9/19 15:15,"Did you know, even as a self-employed or freelancer, you will need to do a contribution with CPF MediSave? Here's a breakdown of what you need to know, and how to contribute $ to your CPF!",25,24,0,1,0,0,0,1,1179574465563919,/story.php?story_fbid=1179574465563919&id=460639650790741
Seedly,3/9/19 12:07,"Are you a fan of chilli crab? Ã°ÂÂ¦Â And if you're investor, have you ever wonder how Jumbo Group makes money? Ã°ÂÂ¤Â",9,9,0,0,0,0,0,1,1179501365571229,/story.php?story_fbid=1179501365571229&id=460639650790741
Seedly,3/9/19 8:00,Check out the interest rate for this month's Singapore Savings Bond (SSB).  Can meh?,11,11,0,0,0,0,0,1,1179132482274784,/story.php?story_fbid=1179132482274784&id=460639650790741
Seedly,2/9/19 18:04,"With PSLE coming in a few weeks, we're sure there are lots of parents sending their kids for extra tuition classes. How much does an average kiasu Singaporean spend on tuition and enrichment classes in their lifetime? We decided to find out.",17,15,0,0,2,0,0,1,1178965592291473,/story.php?story_fbid=1178965592291473&id=460639650790741
Seedly,2/9/19 17:16,"Ã°ÂÂÂ¨ Scam Alert Ã°ÂÂÂ¨: If you have elderly parents or grandparents who frequent the markets in the heartlands, please alert them to this scam! Ã°ÂÂÂ",8,6,0,0,0,0,2,2,1178940918960607,/story.php?story_fbid=1178940918960607&id=460639650790741
