source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Seedly,,2019-10-22 11:53:53,Here's what investors should know about CapitaLand Mall Trust's latest earnings.,1,1,,,,,,1,1218635641657801,/story.php?story_fbid=1218635641657801&id=460639650790741
Seedly,,2019-10-22 11:15:16,The Steaks have been raised. Here's where you can find some of the best steaks in Singapore.,3,3,,,,,,1,1218602771661088,/story.php?story_fbid=1218602771661088&id=460639650790741
Seedly,,2019-10-22 08:00:40,BOOKMARK SHARE MEMORISE TATTOO this ultimate investment guide somewhere.  Here's everything you need to know about investing!,28,25,1,1,1,,,1,1218010058387026,/story.php?story_fbid=1218010058387026&id=460639650790741
Seedly,,2019-10-21 20:18:15,The beautiful rule of 72. Find out how long and at what interest rate you would require to double your initial capital today!,21,19,,2,,,,1,1217994658388566,/story.php?story_fbid=1217994658388566&id=460639650790741
Seedly,,2019-10-21 15:35:55,Big news of the day: Temasek to up its stake in Keppel Corporation (SGX: BN4).,18,17,,1,,,,2,1217813748406657,/story.php?story_fbid=1217813748406657&id=460639650790741
Seedly,,2019-10-21 13:08:28,Two of these three strong shares might attract dividend investors.,3,3,,,,,,1,1217725705082128,/story.php?story_fbid=1217725705082128&id=460639650790741
Seedly,,2019-10-21 12:07:20,An individual on a Regular Savings Plan for STI ETF can potentially invest in the same amount as a lump-sum investor for a lower investing cost!,20,20,,,,,,1,1217687215085977,/story.php?story_fbid=1217687215085977&id=460639650790741
Seedly,,2019-10-21 10:40:14,Been in a Starbucks drought of late? Then it's time to make use of its 1-for-1 promo on all Venti-sized drinks!,1,1,,,,,,,1217626155092083,/story.php?story_fbid=1217626155092083&id=460639650790741
Seedly,,2019-10-21 08:00:00,"Life's Short! Read Finance! How Ah Beng Handphone Shop Make Money? ➡️ http://bit.ly/2VX2m5c "" I already invested $100 per month into StashAway. What's else can I do?"" ➡️ http://bit.ly/35NRkUz YOUTRIP, REVOLUT, TENX, TRANSFERWISE, MCO - Check out their customer reviews here: ➡️ http://bit.ly/2oXcoYa",2,2,,,,,,,1216644501856915,/story.php?story_fbid=1216644501856915&id=460639650790741
Seedly,,2019-10-20 14:00:46,"The wife: ""The toilet paper you bought feels like sandpaper!""  Me: 😕",16,9,6,,,1,,,1216632235191475,/story.php?story_fbid=1216632235191475&id=460639650790741
Seedly,,2019-10-20 13:17:35,"I promise you, when you get to the end of this simple article, you will understand fully what this $1 SRS trick means and how you can do this in 5 minutes (yes, it’s really that easy). Quoted with examples and screenshots on a step-by-step guide at the end! :)",66,61,,1,4,,,8,1216747631846602,/story.php?story_fbid=1216747631846602&id=460639650790741
Seedly,,2019-10-20 12:00:39,"A gentle reminder by The Woke Salaryman while we're trying to build our wealth for the future, don't forget to take some time to focus on the other things that really matter as well.",30,29,,1,,,,2,1216665131854852,/story.php?story_fbid=1216665131854852&id=460639650790741
Seedly,,2019-10-20 10:00:00,Or you could start investing RIGHT NOW... #justsaying Find out how to start with as little as $50 a month: http://bit.ly/2BrESf3,3,3,,,,,,,1214710018717030,/story.php?story_fbid=1214710018717030&id=460639650790741
Seedly,,2019-10-19 14:00:01,LATEST UPDATE: Cheapest Electricity Retailer,14,14,,,,,,1,1215078995346799,/story.php?story_fbid=1215078995346799&id=460639650790741
Seedly,,2019-10-18 12:59:29,Dividend cut at Singapore Press Holdings Limited (SGX: T39).,,,,,,,,2,1214801658707866,/story.php?story_fbid=1214801658707866&id=460639650790741
Seedly,,2019-10-19 13:48:46,Here are 8 things you should know about Singtel's AGM.,9,7,1,,1,,,1,1215795055275193,/story.php?story_fbid=1215795055275193&id=460639650790741
Seedly,,2019-10-19 09:54:01,"Here's how to stretch your dollar on your mala xiang guo order, in pictures! 🔥",21,16,4,,1,,,6,1215640861957279,/story.php?story_fbid=1215640861957279&id=460639650790741
Seedly,,2019-10-18 18:00:01,LOVE BUBBLE TEA? Grab just launch Singapore's first bubble tea subscription plan to feed your bubble tea cravings.,7,5,2,,,,,1,1214976628690369,/story.php?story_fbid=1214976628690369&id=460639650790741
Seedly,,2019-10-18 16:23:14,Only apply for a BTO if you're 100% sure. 😔,27,17,5,,3,2,,2,1214917992029566,/story.php?story_fbid=1214917992029566&id=460639650790741
Seedly,,2019-10-17 20:00:01,"We've uncovered the best wedding cake/dessert table bakeries in Singapore, so you don't have to do the work!",,,,,,,,1,1214136315441067,/story.php?story_fbid=1214136315441067&id=460639650790741
Seedly,,2019-10-17 19:02:08,This question may have bugged many of you... But did you know that the answer is actually pretty logical? #rice #asian,,,,,,,,1,1214095495445149,/story.php?story_fbid=1214095495445149&id=460639650790741
Seedly,,2019-10-18 11:59:38,The Seedly blog has a new look and a new name: SeedlyReads! 🥳,5,1,3,1,,,,1,1214763548711677,/story.php?story_fbid=1214763548711677&id=460639650790741
Seedly,,2019-10-18 10:04:07,"Thinking of getting a smartwatch but gotta stick to a budget?  Here are the best smartwatches in the market currently, other an Apple Watch and Samsung Galaxy Watch.",4,4,,,,,,1,1214693635385335,/story.php?story_fbid=1214693635385335&id=460639650790741
Seedly,,2019-10-18 08:03:04,SEEDLY FRIYAY  Why is brown rice more expensive than normal white rice? ➡️ http://bit.ly/35Cei0V All you need to know about REITS in 5 mins ➡️ http://bit.ly/2MoIa9l  What Car Insurance are you on?  ➡️ http://bit.ly/2VPyjwf,2,2,,,,,,1,1214626545392044,/story.php?story_fbid=1214626545392044&id=460639650790741
Seedly,,2019-10-17 16:16:13,"We did a quick comparison for direct purchase term life insurance, as well as a beginner’s guide to choosing a life insurance in Singapore!",10,10,,,,,,1,1213997712121594,/story.php?story_fbid=1213997712121594&id=460639650790741
Seedly,,2019-10-17 14:10:37,"In a bid to compete in Singapore's up-and-coming robo-advisor scene, DBS launches an ETF based digiPortfolio! Find out more on the different portfolios they have.",32,32,,,,,,1,1213921312129234,/story.php?story_fbid=1213921312129234&id=460639650790741
Seedly,,2019-10-17 13:18:02,Planning a trip to JB over the upcoming long weekend? Here's how you can get there in 5 minutes!,44,41,,1,2,,,5,1213895815465117,/story.php?story_fbid=1213895815465117&id=460639650790741
Seedly,,2019-10-17 10:00:01,The official prices are out! Good news: it's cheaper than the iPhone 11! 🤩,2,2,,,,,,1,1213140125540686,/story.php?story_fbid=1213140125540686&id=460639650790741
Seedly,,2019-10-16 16:53:33,"Want to get a Halloween costume for an upcoming party but don't want to break your bank?  No worries! Here's where you can buy or rent spooky costumes, all below $50!",,,,,,,,1,1213090985545600,/story.php?story_fbid=1213090985545600&id=460639650790741
Seedly,,2019-10-17 08:00:00,"Life's Short! Read Finance!  Which credit card is the best for airline mileage? ➡️ http://bit.ly/2OTyjKu We Asked Singaporeans To Describe Their Bank Account Situation With A GIF, and These Are Their Reponses.  ➡️ http://bit.ly/31lJMoH You can now write reviews about your Health Insurance. ➡️ http://bit.ly/2oOsymr",1,1,,,,,,1,1213334518854580,/story.php?story_fbid=1213334518854580&id=460639650790741
Seedly,,2019-10-16 19:18:41,"Total cost? $1,705,504 at least. Like a sandwich, we are the ham.",65,51,,,4,10,,5,1213178505536848,/story.php?story_fbid=1213178505536848&id=460639650790741
Seedly,,2019-10-16 18:23:59,Hoping to transfer money overseas for cheap? Ditch your bank; TransferWise and InstaReM are here to level the playing field!,3,3,,,,,,1,1213143608873671,/story.php?story_fbid=1213143608873671&id=460639650790741
Seedly,,2019-10-16 13:18:49,Let's settle this once and for all!,20,19,,,,1,,2,1212978925556806,/story.php?story_fbid=1212978925556806&id=460639650790741
Seedly,,2019-10-16 10:10:28,Perfect for sharing with a lunch kaki. 🤩,20,18,,1,1,,,1,1212869758901056,/story.php?story_fbid=1212869758901056&id=460639650790741
Seedly,,2019-10-16 08:02:42,Life's Short! Read Finance!  SEEDLY TODAY  Any recommendation for an affordable yet powerful laptop for work? ➡️ http://bit.ly/33wVhuL Should I invest a small sum regularly or a big sum at one go? ➡️ http://bit.ly/35BuGi9 Which Travel Insurance Should I Go For? ➡️ http://bit.ly/33HCpcT,3,3,,,,,,1,1212800662241299,/story.php?story_fbid=1212800662241299&id=460639650790741
Seedly,,2019-10-15 20:00:01,Would you travel the extra mile (literally!) to get cheaper household essentials?,34,32,,,2,,,5,1212262828961749,/story.php?story_fbid=1212262828961749&id=460639650790741
Seedly,,2019-10-15 18:51:39,HSBC just released its first online endowment plan: the HSBC Life Online Endowment that offers guaranteed returns at a competitive 2.5% per annum. Here’s a low-down on what you need to know.,21,19,1,,,1,,5,1212322265622472,/story.php?story_fbid=1212322265622472&id=460639650790741
Seedly,,2019-10-15 16:39:32,"Wondering how else you can take care of your child's needs? Here are some CPF hacks you can use to give them a headstart! Psst, even if you don't have a kid now, save this for future reference!",20,19,,1,,,,1,1212250928962939,/story.php?story_fbid=1212250928962939&id=460639650790741
Seedly,,2019-10-15 14:10:26,"Consider signing up for AIA Vitality? Here are the hidden costs, benefits, and hacks you should know.",15,15,,,,,,5,1212171018970930,/story.php?story_fbid=1212171018970930&id=460639650790741
Seedly,,2019-10-15 12:42:25,"The official prices should be out tonight at 10pm. But with all the leaks going on, here's our estimate!",14,13,1,,,,,2,1212130362308329,/story.php?story_fbid=1212130362308329&id=460639650790741
Seedly,,2019-10-15 12:39:13,Hello. Follow us on @PersonalFinanceSG on Telegram. Thank you.,12,11,,,1,,,1,1212128898975142,/story.php?story_fbid=1212128898975142&id=460639650790741
Seedly,,2019-10-15 12:00:28,"We're excited to launch Singapore's FIRST Entrepreneurship QnA platform with ACE, Enactus Singapore, and YSI SEA!  Kickstart your entrepreneurship journey by asking entrepreneurship-related questions to an active community of leaders in the start-up scene: - How to get grants? - How much to budget? ... and more. Join the community here: http://bit.ly/entrepreneurship-platform",3,3,,,,,,1,1212110135643685,/story.php?story_fbid=1212110135643685&id=460639650790741
Seedly,,2019-10-15 08:00:00,"TUESDAY is Monday's ugly but friendly sister. *SEEDLY TODAY* My Parents’ Retirement: What Can I Do To Protect Them, Their Future and My Future? ➡️ http://bit.ly/33xgzbA Considering the fact that there are so many REITs these days, what are some factors to take into account? ➡️ http://bit.ly/31hNxex Are you on the best ONLINE BROKERAGE? ➡️ http://bit.ly/2MAdf8Y",2,2,,,,,,1,1211506532370712,/story.php?story_fbid=1211506532370712&id=460639650790741
Seedly,,2019-10-14 20:00:00,This one's for those who think that Singapore is boring AF. 😜,27,25,2,,,,,1,1211516132369752,/story.php?story_fbid=1211516132369752&id=460639650790741
Seedly,,2019-10-14 08:00:01,OH MY. Where did my weekend go? SEEDLY TODAY Here's how JEFF BEZOS/OPRAH WINFREY/MARK ZUCKERBERG/ELLEN DEGENERES make better use of their time when COMMUTING to work 🚙🚂✈️  ➡️ http://bit.ly/2IHuaVU Is CIMB a reputable bank? ➡️http://bit.ly/2B5G8Vd Looking to sign up for an investment course? Find out which are the highly recommended ones!  ➡️ http://bit.ly/2VF0SMT,,,,,,,,1,1210404055814293,/story.php?story_fbid=1210404055814293&id=460639650790741
Seedly,,2019-10-14 18:48:49,"This is something special. One of our readers translated our article into Mandarin to inform her parents about the odds of winning TOTO. We decide to share the love! Spread the word to your parents who love TOTO, today!",12,12,,,,,,1,1211491309038901,/story.php?story_fbid=1211491309038901&id=460639650790741
Seedly,,2019-10-14 18:42:38,Making a big in-store purchase soon or simply heading to a shopping centre for a meal?  Find out which loyalty programme gives you the best returns for your spending!,4,4,,,,,,1,1211487125705986,/story.php?story_fbid=1211487125705986&id=460639650790741
Seedly,,2019-10-14 12:10:12,Here's something worth thinking about when choosing your investments for your portfolio. 🧐,38,37,,1,,,,1,1211297319058300,/story.php?story_fbid=1211297319058300&id=460639650790741
Seedly,,2019-10-13 18:32:54,"How far away are you from saving up $100,000?",80,74,1,1,3,1,,11,1210563655798333,/story.php?story_fbid=1210563655798333&id=460639650790741
Seedly,,2019-10-13 15:00:00,Don't be a bodoh. Start saving TODAY: http://bit.ly/2nFGTRR,8,5,2,,,1,,1,1209384399249592,/story.php?story_fbid=1209384399249592&id=460639650790741
Seedly,,2019-10-13 12:00:00,"We all may have different end goals in life, but most of us will have similar saving goals to achieve what we want.  The Woke Salaryman ranks them by feasibility and you know what, that may help you prioritise what's important.",41,37,,2,1,1,,1,1210330789154953,/story.php?story_fbid=1210330789154953&id=460639650790741
Seedly,,2019-10-13 10:00:00,Planning your gap year? Consider these volunteering or working holiday opportunities - and find out how to plan for your trip!,2,2,,,,,,1,1209841079203924,/story.php?story_fbid=1209841079203924&id=460639650790741
Seedly,,2019-10-12 11:42:15,"""I want my investment products cheap and good!"" Here are some investment options that give guaranteed returns. Investors should still do their own due diligence though!",28,28,,,,,,1,1209464665908232,/story.php?story_fbid=1209464665908232&id=460639650790741
Seedly,,2019-10-12 10:00:01,Are you doing it just for the Gram? 🤔,8,6,2,,,,,7,1209361049251927,/story.php?story_fbid=1209361049251927&id=460639650790741
Seedly,,2019-10-11 18:54:09,Having a McDonald's wedding only costs $527 in Hong Kong. Is it really cheaper to have your wedding there compared to Singapore? Here’s the cost breakdown.,12,11,,1,,,,5,1208844942636871,/story.php?story_fbid=1208844942636871&id=460639650790741
Seedly,,2019-10-11 12:47:18,Does this sound like you? Lazy and want to grow your money over a 10 year timeframe. What is the best option for you? :),,,,,,,,,1208657499322282,/story.php?story_fbid=1208657499322282&id=460639650790741
Seedly,,2019-10-11 15:36:10,"Even if you're not a big fan of shopping, you'll still need to buy clothes for work, right?  Here are the best places you can shop for cheap office clothes while keeping to your budget!",15,13,2,,,,,3,1208741775980521,/story.php?story_fbid=1208741775980521&id=460639650790741
Seedly,,2019-10-11 12:57:25,"""Ah Boys to Men"" Saving half of your NS allowance can accumulate close to $10,000 savings. Share this and read it on your book-out day!",11,11,,,,,,,1208662855988413,/story.php?story_fbid=1208662855988413&id=460639650790741
Seedly,,2019-10-11 08:17:46,TGIF Also MUST Read Finance! Where would savings for big items fall under for the 50-30-20 rule? Such as savings for a travel trip? ➡️ http://bit.ly/2M3REGS What happens after your insurance agent leaves the industry or agency? PANG SEH! ➡️ http://bit.ly/35o2T4w Are you on the CHEAPEST electricity plan? Stop wasting money on the wrong plan! ➡️ http://bit.ly/2q39uBp,3,3,,,,,,,1208519122669453,/story.php?story_fbid=1208519122669453&id=460639650790741
Seedly,,2019-10-10 21:00:01,Getting your first card needn't be daunting. Here's what to look out for (told through illustrations!).,10,10,,,,,,,1208042879383744,/story.php?story_fbid=1208042879383744&id=460639650790741
Seedly,,2019-10-10 18:50:29,"(LATEST UPDATE) We spent the day updating all the prices. Q4 Electricity Tariff Prices have dropped to 25.07 per kWh. What does this mean? If you have not yet chosen a new provider, NOW would be a good time to make the switch! 😉 bookmark this for the weekend.",3,3,,,,,,,1208033279384704,/story.php?story_fbid=1208033279384704&id=460639650790741
Seedly,,2019-10-10 17:54:34,It's always better to learn from the experiences and mistakes of others' than to commit them ourselves!,33,29,2,1,,1,,7,1208002939387738,/story.php?story_fbid=1208002939387738&id=460639650790741
Seedly,,2019-10-10 16:12:56,Here are some things you should know about the Singapore Exchange before investing!,7,7,,,,,,1,1207952282726137,/story.php?story_fbid=1207952282726137&id=460639650790741
Seedly,,2019-10-10 12:51:42,"Anyone thinking of planning a long weekend getaway this Deepavali holiday?  Here are some of the best weekend getaways you can go for, from $370 to help you plan for your break! :)",35,31,1,2,1,,,2,1207862476068451,/story.php?story_fbid=1207862476068451&id=460639650790741
Seedly,,2019-10-10 08:00:01,"Life's Short! Read Finance!🍎 How do you guys structure your investment portfolio? ➡️ http://bit.ly/35iIRZ6 Buying A Car? You Need To Be Earning At Least $7,000!💰 ➡️ http://bit.ly/2nvZgZo Which Robo-Advisor is Singapore's top reviewed Robo-Advisor?🤖 ➡️ http://bit.ly/33cTjj1",2,2,,,,,,1,1206600646194634,/story.php?story_fbid=1206600646194634&id=460639650790741
Seedly,,2019-10-09 21:57:49,"Pick us up at: http://bit.ly/seedly-product-design Looking for an Expert Product Designer :) Benefits include: Strong ownership, Amazing talented colleagues, fun work culture, open pantry enough to last you a lifetime  What's missing: You Also included in the Seedly Journey:  - Healthcare & Dental Insurance (Free GP visits on the panel clinics under AIA, and 2 x Dental a year) - Annual Retreat Trip (company wide) eg. A company cruise in Dec 2019 - Weekly team lunches - Mid year bonding trips (Seedly special) - $1k L&D program (for self development, anything related to your work) - $500 Take a Break budget - Competitive leave package: 14 days + 1 day birthday leave + 1 day extra holiday for fun",5,5,,,,,,,1207361859451846,/story.php?story_fbid=1207361859451846&id=460639650790741
Seedly,,2019-10-09 17:20:31,"7,220 fewer teachers by end 2019? The fate of teachers hangs in the balance.",38,21,,,5,11,1,3,1207197976134901,/story.php?story_fbid=1207197976134901&id=460639650790741
Seedly,,2019-10-09 15:47:05,"Looking at low-risk investment options?  Here are the best fixed deposit promotions where you can grow your money, from as low as $500!  Psst, most of them have better returns than SSB...",32,32,,,,,,1,1207152836139415,/story.php?story_fbid=1207152836139415&id=460639650790741
Seedly,,2019-10-09 14:41:47,"#WhatIsYourNumber? We saw a report by Credit Suisse when it came to wealth indexes, and decided to adopt it for Singapore's local context. This is Why Uncovering Your Net Worth Is More Important Than You Think: http://bit.ly/networth-seedly",7,7,,,,,,1,1207124556142243,/story.php?story_fbid=1207124556142243&id=460639650790741
Seedly,,2019-10-08 18:00:01,"With so many options to choose from when shopping for groceries online, which is the best one for you?",,,,,,,,1,1206438976210801,/story.php?story_fbid=1206438976210801&id=460639650790741
Seedly,,2019-10-09 12:00:01,Coffee aficionados: Did we miss any of your favourites? ☕️,8,8,,,,,,1,1207039652817400,/story.php?story_fbid=1207039652817400&id=460639650790741
Seedly,,2019-10-09 08:00:01,It's official. Find out how the 7% fare hike for bus & train fares affects you as a commuter. 😔,21,13,,,3,4,1,1,1206859416168757,/story.php?story_fbid=1206859416168757&id=460639650790741
Seedly,,2019-10-08 13:37:17,Exclusive Amazon.sg deals + how to get free month-long Amazon Prime membership!,7,7,,,,,,1,1206323019555730,/story.php?story_fbid=1206323019555730&id=460639650790741
Seedly,,2019-10-08 13:00:40,"Calling those younger than 27 years old. You may be interested in this!  ""Standard Chartered JumpStart account can guarantee a 2% p.a. interest for up to 20k. The account does not have any penalty if you fall below any minimum account. The SCB debit card also has a 1% rebate for any amount spent, capped at a rebate of 60 dollars. However, once you hit 27, the interest might no longer be 2% since SCB stated that the interest will go back to a prevailing interest.""",1,1,,,,,,,1206306286224070,/story.php?story_fbid=1206306286224070&id=460639650790741
Seedly,,2019-10-08 12:35:26,10.10's just around the corner! Here's what you need to know about the next year-end shopping extravaganza!,3,3,,,,,,1,1205884622932903,/story.php?story_fbid=1205884622932903&id=460639650790741
Seedly,,2019-10-07 08:00:00,""" Mind sharing how were your experiences like when you first get involved with investing, be it in stocks or REITs?""",,,,,,,,1,1200969456757753,/story.php?story_fbid=1200969456757753&id=460639650790741
Seedly,,2019-10-08 09:00:57,Life's Short! Read Finance! Why would people use Grab Pay rather than using a credit card to directly pay for stuff? ➡️ http://bit.ly/2ALEh7X Life hacks to MAXIMISE your Economic Rice (Cai Png) order ➡️ http://bit.ly/35cpst1 This local broadband receives an awesome rating of 4.5 stars across 756 reviews ➡️ http://bit.ly/2AR3MEG,1,1,,,,,,1,1206182409569791,/story.php?story_fbid=1206182409569791&id=460639650790741
Seedly,,2019-10-07 18:38:09,Still have that $100 worth of credits sitting in your ActiveSG wallet? Here's how you can keep fit for free by maximising your ActiveSG credits!,9,9,,,,,,1,1205670126287686,/story.php?story_fbid=1205670126287686&id=460639650790741
Seedly,,2019-10-07 17:42:32,"(SHARE YOUR GRAB PAY HACKS) This is a super interesting question which is trending on our QnA platform now. So much gold here. Some which include triple stacking, FavePay, UOB, AMEX hacks which you can build upon the GrabPay functionality. Any more to add? :)",48,45,,1,1,,1,1,1205642432957122,/story.php?story_fbid=1205642432957122&id=460639650790741
Seedly,,2019-10-07 12:03:54,But is it sustainable though? Hmm... 🤔,2,,1,1,,,,1,1205477349640297,/story.php?story_fbid=1205477349640297&id=460639650790741
Seedly,,2019-10-06 16:05:49,Busy sorting out your finances this Sunday with the Seedly Money Framework? We gotchu fam... 😎,12,12,,,,,,1,1204789809709051,/story.php?story_fbid=1204789809709051&id=460639650790741
Seedly,,2019-10-06 12:00:25,"It's not always a bad thing if you don't inherit anything from your parents, The Woke Salaryman shares how it motivated him to achieve more financially.",14,14,,,,,,1,1204649089723123,/story.php?story_fbid=1204649089723123&id=460639650790741
Seedly,,2019-10-06 10:00:01,Happy Sunday! Maybe it's time for a pick-me-up from Starbucks' secret menu? 🤔,23,22,,1,,,,2,1204207889767243,/story.php?story_fbid=1204207889767243&id=460639650790741
Seedly,,2019-10-05 11:02:41,"Love Daiso? Here are some of the best, worst, and most ridiculous things you can get at Daiso Singapore!",13,13,,,,,,1,1203845056470193,/story.php?story_fbid=1203845056470193&id=460639650790741
Seedly,,2019-10-04 21:00:00,It's October! Find out how to take 1 day of leave and get a 4-day long weekend: http://bit.ly/2nJb61W,4,1,3,,,,,1,1200170783504287,/story.php?story_fbid=1200170783504287&id=460639650790741
,,2019-10-04 15:22:18,,,,,,,,,,1203164123204953,/ufi/reaction/profile/browser/?ft_ent_identifier=1203163989871633&refid=17&ref=page_internal&_ft_=top_level_post_id.1203164123204953%3Atl_objid.1203164123204953%3Apage_id.460639650790741%3Aphoto_attachments_list.%5B1203164029871629%2C1203164009871631%2C1203164019871630%2C1203164089871623%5D%3Aphoto_id.1203164029871629%3Astory_location.4%3Astory_attachment_style.new_album%3Apage_insights.%7B%22460639650790741%22%3A%7B%22page_id%22%3A460639650790741%2C%22actor_id%22%3A460639650790741%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntPhotoNodeBasedEdgeStory%22%2C%22post_context%22%3A%7B%22object_fbtype%22%3A22%2C%22publish_time%22%3A1570173738%2C%22story_name%22%3A%22EntPhotoNodeBasedEdgeStory%22%2C%22story_fbid%22%3A%5B1203164029871629%2C1203163989871633%5D%7D%2C%22role%22%3A1%2C%22sl%22%3A4%2C%22targets%22%3A%5B%7B%22actor_id%22%3A460639650790741%2C%22page_id%22%3A460639650790741%2C%22post_id%22%3A1203164029871629%2C%22role%22%3A1%2C%22share_id%22%3A0%7D%2C%7B%22actor_id%22%3A460639650790741%2C%22page_id%22%3A460639650790741%2C%22post_id%22%3A1203163989871633%2C%22role%22%3A1%2C%22share_id%22%3A0%7D%5D%7D%7D%3Athid.460639650790741%3A306061129499414%3A43%3A0%3A1572591599%3A-212102837693528912&__tn__=%2AW-R#footer_action_list
Seedly,,2019-10-04 17:59:37,“The rich get richer and the poor get poorer” 20% of Singapore households have household expenditure more than their monthly household income.,25,22,1,,,2,,2,1203254009862631,/story.php?story_fbid=1203254009862631&id=460639650790741
Seedly,,2019-10-04 15:00:00,"Not trying to dampen your weekend, but ladies, have you done your health screening? 🧪 Both cervical and breast cancer are the most common cancers among women, yet they do not show symptoms during the early stages. 🎗 All it takes is a few hours and less than $50 for peace of mind.",22,22,,,,,,7,1203154369872595,/story.php?story_fbid=1203154369872595&id=460639650790741
Seedly,,2019-10-04 10:05:17,"Big thank you for those who came down to our private closed-door meetup on Wed evening with Revolut. This is just the first part of a series of 4 meetups in October, with TransferWise, YouTrip and InstaReM which we're super excited about! 5 individuals at the meetup won $199 PREMIUM accounts for the whole year by writing reviews on Seedly. We're avid followers of the whole Multi-currency cards space and watch this space closely and get insights before the space really starts to unfold! Multi-Currency Card Reviews: https://seedly.sg/reviews/multi-currency-cards Questions answered by the community: https://seedly.sg/questions/topic/multi-currency-cards How to get tickets to meetups: https://blog.seedly.sg/singapore-multi-currency-comparison/ Our team's review on YouTrip vs Revolut: https://blog.seedly.sg/singapore-multi-currency-wars/",5,5,,,,,,,1203018496552849,/story.php?story_fbid=1203018496552849&id=460639650790741
Seedly,,2019-10-04 08:00:00,eToro and social trading. Anyone tried it before?,2,1,1,,,,,3,1200968716757827,/story.php?story_fbid=1200968716757827&id=460639650790741
Seedly,,2019-10-03 18:32:03,Have you been following the multi-currency war? Find out the pros and cons of Revolut vs YouTrip in this guide!,38,35,2,,,1,,2,1202488016605897,/story.php?story_fbid=1202488016605897&id=460639650790741
Seedly,,2019-10-03 17:53:10,Perfect for your next shopping spree or if you just wanna save more. 😎,5,5,,,,,,1,1202465876608111,/story.php?story_fbid=1202465876608111&id=460639650790741
Seedly,,2019-10-03 15:07:37,How much is your current salary?,73,64,,,2,7,,2,1202387783282587,/story.php?story_fbid=1202387783282587&id=460639650790741
Seedly,,2019-10-03 15:00:00,A new month means new 1-for-1 buffet promos! 🤤,9,9,,,,,,6,1202377753283590,/story.php?story_fbid=1202377753283590&id=460639650790741
Seedly,,2019-10-03 08:00:01,""" Time in the market is more important than timing in the market, but a lot of Financial Analysts seem to talk about a market crash that is supposed to come and it doesn't seem to come in the end.""",,,,,,,,1,1200967976757901,/story.php?story_fbid=1200967976757901&id=460639650790741
Seedly,,2019-10-03 12:15:05,"For those who want to know more about cryptocurrencies, here's a beginner's guide!",1,1,,,,,,1,1202309503290415,/story.php?story_fbid=1202309503290415&id=460639650790741
"Seedly,MONEY FM 89.3",MONEY FM 89.3,2019-09-27 16:40:26,"Before you sleep tonight, here's a little something for you. How much do you need for your retirement? How can you get there? Here are some content to help you: 1) https://blog.seedly.sg/are-you-saving-enough-for-retirement-basic-needs/ 2) https://blog.seedly.sg/age-risk-profile-investment-to-hold/Though retiring wealthy may seem impossible, Seedly's Kenneth Lou and Ming Feng beg to differ.  How do we know what is enough for retirement and how can we reach our goal to retire comfortably in Singapore? The duo breaks it down for us.",3,3,,,,,,1,1201857123335653,/story.php?story_fbid=1201857123335653&id=460639650790741
Seedly,,2019-10-02 18:00:01,Know someone who's just started working? Here's why the 50/30/20 rule is so important!,20,16,1,2,1,,,1,1201687460019286,/story.php?story_fbid=1201687460019286&id=460639650790741
Seedly,,2019-10-02 12:27:20,"JUST IN: 930,000 HDB households to receive GST Voucher rebate this month How much GST Voucher are you receiving this year?",7,5,1,1,,,,1,1201576180030414,/story.php?story_fbid=1201576180030414&id=460639650790741
Seedly,,2019-10-02 12:00:01,Always binge-watching your favourite shows on Netflix? 🙋‍♀️ Check out these hacks to help you save some money and time while you're at it!,3,3,,,,,,1,1201529213368444,/story.php?story_fbid=1201529213368444&id=460639650790741
Seedly,,2019-10-02 11:30:46,"At the start of 2019, many of you who follow Seedly, made the commitment to do better in our personal financial journeys :)  We are now 75% of the year complete... how are you doing on your personal finance front? :D It's ok to be behind, but it's important that you start doing something about it (if you haven't yet). Bookmark this article for you to spend some time in the evenings or weekends to go through these action items! Please comment below if you have any questions also. P.S over the span of the year, we've been invited to speak on MONEY FM 89.3 and other talks, of which we have included them as guides and podcasts in this link. Hope this Seedly Money Framework helps!",8,7,,1,,,,1,1201540223367343,/story.php?story_fbid=1201540223367343&id=460639650790741
Seedly,,2019-10-02 08:00:01,Syfe vs StashAway What is the difference?,2,2,,,,,,1,1200967120091320,/story.php?story_fbid=1200967120091320&id=460639650790741
Seedly,,2019-10-01 17:04:36,Want to invest in Singapore Savings Bond (SSB)?  Here’s this month’s interest rate and how you can do so!,8,8,,,,,,1,1200912113430154,/story.php?story_fbid=1200912113430154&id=460639650790741
Seedly,,2019-10-01 16:45:01,Whatever happened to $3 McSpicy?,58,35,,1,11,10,1,5,1200901683431197,/story.php?story_fbid=1200901683431197&id=460639650790741
Seedly,,2019-10-01 16:15:10,Perfect if you're heading into town later... Or over the weekends. 😎,5,5,,,,,,1,1200888173432548,/story.php?story_fbid=1200888173432548&id=460639650790741
