comment	commenter	num_comment	num_likes	url	username
Wanna know how's the training like for star search 2019 and more about it ? Watch Star Search 2019 Preview 1 on channel 8 tonight at 9pm 💓	kikilzt	3	335	http://instagram.com/p/B2toKaUBJ61/	kikilzt
美美哒💜💗💝😍😍	yunlong2	3	335	http://instagram.com/p/B2toKaUBJ61/	kikilzt
美😍😍😍	tingting__89	3	335	http://instagram.com/p/B2toKaUBJ61/	kikilzt
#pretty #cute #sexy😅😊💐💐💐💐💐💐💐	t_e_s32	3	335	http://instagram.com/p/B2toKaUBJ61/	kikilzt
 	 	9	265	http://instagram.com/p/B2rG4l4gHnl/	kikilzt
 	 	9	265	http://instagram.com/p/B2rG4l4gHnl/	kikilzt
 	 	9	265	http://instagram.com/p/B2rG4l4gHnl/	kikilzt
 	 	9	265	http://instagram.com/p/B2rG4l4gHnl/	kikilzt
 	 	9	265	http://instagram.com/p/B2rG4l4gHnl/	kikilzt
 	 	9	265	http://instagram.com/p/B2rG4l4gHnl/	kikilzt
 	 	9	265	http://instagram.com/p/B2rG4l4gHnl/	kikilzt
 	 	17	354	http://instagram.com/p/B2owXjMg6jV/	kikilzt
 	 	17	354	http://instagram.com/p/B2owXjMg6jV/	kikilzt
 	 	17	354	http://instagram.com/p/B2owXjMg6jV/	kikilzt
 	 	17	354	http://instagram.com/p/B2owXjMg6jV/	kikilzt
 	 	17	354	http://instagram.com/p/B2owXjMg6jV/	kikilzt
 	 	17	354	http://instagram.com/p/B2owXjMg6jV/	kikilzt
 	 	17	354	http://instagram.com/p/B2owXjMg6jV/	kikilzt
 	 	17	354	http://instagram.com/p/B2owXjMg6jV/	kikilzt
 	 	17	354	http://instagram.com/p/B2owXjMg6jV/	kikilzt
 	 	7	222	http://instagram.com/p/B2oaWhmA_jQ/	kikilzt
🌟CURIOUS ABOUT WHAT HAPPENS NEXT TO LAST EPISODE OF LION MUMS ?🌟	kikilzt	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
Can watch Tribes then Tomorrow watch Star Search 前奏!	tingting__89	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
Nice 👍	philip_yong2	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
✌ https://video.toggle.sg/en/series/tribes/ep1/834311	elvintian	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
CURIOUS ABOUT WHAT HAPPENS NEXT TO LAST EPISODE OF LION MUMS First 5 episodes of TRIBES is now available on Toggle CLICK ON THE LINK ON MY BIO TO WATCH IT NOW ❤️ Can watch Tribes then Tomorrow watch Star Search Nice 👍 ✌ https video toggle sg en series tribes ep1 834311	dawnlim104	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
Yea! I finished the whole series. ✌️	_misterben	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
❤️❤️	itskikilim	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
#youarebeautiful 💐💐💐💐	t_e_s32	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
美美哒💝💜💗	yunlong2	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
DA QIAO PRIMARY SCHOOL	k.carenn	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
DQPS FOREVER !✨✨	joen._loser	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
Pretty girls & handsome boy.	jesperlau98	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
When's ep 6-10 available?	bevtham_	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
Loved it😍	xdawnleex	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
😁 Can’t wait to catch the next few episodes ❤	deniseneo	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
DQPS rEuNiTeD '	_.unactive_kid	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
WTF,DA QIAO PRIMARY SCHOOL!!!!RIP DQPS:((((😭😭😭😭💛💙💚❤	_not.your.gf.material_	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
Eh they shooting it at dqps	su._rya	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
I watch finished liao	_jxydxx_	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
Eiii my school sia i miss dqps i wanna go back after psle	_v.twqi_	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
Hope to offer you some drugs next season - senior	iamdanielang	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
DQPS	twiceadeline	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
DQPS MY FAVOURTIE SCHOOL	ray_poopies_pants	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
aiya daqiao:(	_.zihann._	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
DQPSSSSS	angelaang06	24	904	http://instagram.com/p/B2lPwxeB_HQ/	kikilzt
 	 	8	441	http://instagram.com/p/B2dadWeAdc5/	kikilzt
