source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Mortgage Consultancy,,2019-10-18 11:50:34,"GOOD NEWS FOR ALL PROPERTY OWNERS!! COMPLIMENTARY $10,000.00 HOME INSURANCE POLICY to be Given Away! Very simple! 1) All you have to do is to LIKE our FB page at www.facebook.com/consultmortgage and 2) Share this post (as public) & Tag 5 friends or more! 🙋🏼♀🙋🏻♂🙋🏻♀🙋🏼♀🙋🏻♂🙋🏻♀ After you have done the 2 steps, take a screenshot on the above and send us a whatspp/SMS text to +65 85565271 to claim your COMPLIMENTARY GIFT. Simply NO catch! It’s just a way of us saying thank you to you! We feel that the gift is relevant and beneficial for all property owners as it serves as an added coverage for home contents and renovation!  Do visit our FB page regularly for more promos and updates! Good luck!!",8,8,,,,,,,1461865070634761,/story.php?story_fbid=1461865070634761&id=409881809166431
Mortgage Consultancy,,2019-10-17 10:43:07,,13,13,,,,,,,1460832967404638,/story.php?story_fbid=1460832967404638&id=409881809166431
Mortgage Consultancy,,2019-10-17 10:42:46,,12,11,1,,,,,,1460832650738003,/story.php?story_fbid=1460832650738003&id=409881809166431
Mortgage Consultancy,,2019-10-17 10:42:22,,12,7,4,,1,,,,1460832334071368,/story.php?story_fbid=1460832334071368&id=409881809166431
Mortgage Consultancy,,2019-10-17 10:42:00,,7,7,,,,,,,1460832000738068,/story.php?story_fbid=1460832000738068&id=409881809166431
Mortgage Consultancy,,2019-10-15 12:26:58,,21,21,,,,,,,1459002500921018,/story.php?story_fbid=1459002500921018&id=409881809166431
Mortgage Consultancy,,2019-10-12 09:04:10,"***EARN $300 to $500.00 IN COMMISSION FOR EVERY 30 MINUTE APPOINTMENT*** Calling All Sales Personnel in Telemarketing, Roadshow, Insurance, Car Sales, Credit Card, Internet Broadband Sales etc. NO exams required and $0 entry fee! Full or part time basis option. SMS 85565271 for a 1-to-1 Career Session Now! https://www.mortgageconsultancy.com.sg/mortgage-academy",6,6,,,,,,2,1456071034547498,/story.php?story_fbid=1456071034547498&id=409881809166431
Mortgage Consultancy,,2019-10-11 16:43:58,How can Private Property Owners Unlock CASH WITHOUT Selling their Property? | Equity Term Loan,7,7,,,,,,,1455447134609888,/story.php?story_fbid=1455447134609888&id=409881809166431
Mortgage Consultancy,,2019-10-11 14:41:49,"Hey there, if you have not visited our Mortgage Consultancy Youtube channel, make sure you do so and hit the “SUBSCRIBE button”! Many good stuff and updates can be found in this channel! We just crossed our 700 subscriber mark and the numbers are still growing! Thanks for watching! https://www.youtube.com/c/MortgageConsultancy",4,4,,,,,,,1455345281286740,/story.php?story_fbid=1455345281286740&id=409881809166431
Mortgage Consultancy,,2019-10-11 14:41:24,,1,1,,,,,,,1455344894620112,/consultmortgage/photos/a.1455344844620117/1455344894620112
