source,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
DollarsandSense,22/10/19 8:09,Knock-outs was introduced just 3 weeks ago. These experienced traders share their views on the product and discuss whether they will be using it in time to come.,0,0,0,0,0,0,0,0,3182079765195405,/story.php?story_fbid=3182079765195405&id=386868888049854
DollarsandSense,22/10/19 12:09,"Like any skill or trait, there are ways you can improve your luck â no purchase of lucky charms required.",0,1,0,0,0,0,0,0,3182609391809109,/story.php?story_fbid=3182609391809109&id=386868888049854
DollarsandSense,21/10/19 18:11,"In the course of your pet's lifetime, it is very paw-sible that accidents and illness would befall them at one point in time - hurting both your own emotional and financial well-being. Here's how pet insurance can help reimburse the costs of nursing your furry family member back to health, and get them back on their four feet.  With CIMB My Paw Pal, you can get comprehensive protection for your dog or cat from $74.90 a year. For more information, visit: cimbbank.sg/MyPawPal21OctDNS (This infographic was brought to you in collaboration with CIMB Bank)",22,22,0,0,0,0,0,9,3180221452047903,/story.php?story_fbid=3180221452047903&id=386868888049854
DollarsandSense,21/10/19 12:04,Singapore households spent 0.8% higher each year between 2012/13 to 2017/18. This is lower than the core inflation rate in Singapore.,9,9,0,0,0,0,0,1,3179548878781827,/story.php?story_fbid=3179548878781827&id=386868888049854
DollarsandSense,21/10/19 8:02,"With HDB's Open Booking of Flats, aspiring homeowners can get invited to select their flat as soon as the next working day after submitting their application. Hereâs how it works.",5,5,0,0,0,0,0,2,3179059135497468,/story.php?story_fbid=3179059135497468&id=386868888049854
DollarsandSense,20/10/19 10:00,Can sector rotation be one way to beat the market return?,4,4,0,0,0,0,0,0,3175929855810396,/story.php?story_fbid=3175929855810396&id=386868888049854
DollarsandSense,19/10/19 10:00,"[BOOK OUT DAY] Your time serving National Service can be invaluable in building lifelong friendships, developing your character, and for accumulating cash savings - and learning how to manage it.",26,20,4,0,2,0,0,7,3172813522788696,/story.php?story_fbid=3172813522788696&id=386868888049854
DollarsandSense,18/10/19 12:01,"Start taking notes, as Syfe takes us behind-the-scenes to explain their investment approach, which is aimed at keeping portfolios at the optimal risk level.",2,2,0,0,0,0,0,0,3170083759728339,/story.php?story_fbid=3170083759728339&id=386868888049854
DollarsandSense,18/10/19 8:03,"Remittance is a vital service for migrant workers and expatriates working in Singapore. Of late, digital solutions like InstaReM and TransferWise have entered the scene and offer unprecedented speed, convenience, and transparency at low cost.",3,3,0,0,0,0,0,1,3169627359773979,/story.php?story_fbid=3169627359773979&id=386868888049854
DollarsandSense,17/10/19 12:00,Here are 5 good (monetary) reasons not to procrastinate doing estate planning.,11,11,0,0,0,0,0,1,3166908160045899,/story.php?story_fbid=3166908160045899&id=386868888049854
DollarsandSense,17/10/19 8:01,"We all know travel insurance is important, but because of our familiarity, we may take it for granted and simply choose the cheapest option. Here are key points you should consider when buying insurance for your next getaway.",2,2,0,0,0,0,0,1,3166688096734572,/story.php?story_fbid=3166688096734572&id=386868888049854
DollarsandSense,16/10/19 17:00,"Bonds have always been seen as the safer investment vehicle compared to stocks. However, in recent years, we have seen a number of high-profile bond defaults. This brings up an important question: Is bond investing actually safe or risky? Are bonds simple or is there more that meets the eye?",4,4,0,0,0,0,0,1,3164494630287252,/story.php?story_fbid=3164494630287252&id=386868888049854
DollarsandSense,16/10/19 11:59,"Upgrading to a private property is a dream for many people living in Singapore. Here are 6 considerations you should use to assess whether youâre ready to take this next step. For those who are ready, you might be interested to know that CIMB Bank is currently running their âCIMB Beautiful Sundayâ promotion till 30 November 2019, which gives you 52 Interest-free Sundays on your home loan when you choose to take up home financing with CIMB Bank. For more information, visit: https://cimbbank.sg/BeauSun16Oct (This infographic was brought to you in collaboration with CIMB Bank)",28,28,0,0,0,0,0,1,3163912817012100,/story.php?story_fbid=3163912817012100&id=386868888049854
DollarsandSense,16/10/19 8:06,"As of 2017, the population of the Singaporeans working and studying overseas stands at 214,700.",8,8,0,0,0,0,0,1,3162719090464806,/story.php?story_fbid=3162719090464806&id=386868888049854
DollarsandSense,15/10/19 17:00,"We can't really do anything about the impending public transport fare hike, but we can learn how to earn credit card rewards and other perks with each tap.",16,16,0,0,0,0,0,2,3160511200685595,/story.php?story_fbid=3160511200685595&id=386868888049854
DollarsandSense,15/10/19 11:58,"When it comes to information on saving money, you can never be in too many Telegram channels. Join us on Telegram! â¡ï¸ http://t.me/dollarsandsense",48,48,0,0,0,0,0,5,3159980177405364,/story.php?story_fbid=3159980177405364&id=386868888049854
DollarsandSense,15/10/19 8:00,"Whether youâre a one-person company, or managing a team of hundreds, you still only have 24-hours in a day. Here's advice from Singapore entrepreneurs on how to make the most of out every day.",4,4,0,0,0,0,0,1,3159485557454826,/story.php?story_fbid=3159485557454826&id=386868888049854
DollarsandSense,14/10/19 16:58,Planning to take advantage of the new Enhanced CPF Housing Grant for first-time homeowners? Find out if you're currently eligible to buy a HDB flat - or what it takes for you to be.,7,7,0,0,0,0,0,1,3157610980975617,/story.php?story_fbid=3157610980975617&id=386868888049854
DollarsandSense,14/10/19 12:07,"Choosing the right financial adviser can be like dating â finding a good match requires self-awareness, diligence, and perhaps some affinity.",4,4,0,0,0,0,0,1,3157102611026454,/story.php?story_fbid=3157102611026454&id=386868888049854
DollarsandSense,14/10/19 8:14,The best of both worlds?,14,14,0,0,0,0,0,3,3156592761077439,/story.php?story_fbid=3156592761077439&id=386868888049854
DollarsandSense,13/10/19 10:07,These small cap listed companies in Singapore are paying a dividend yield of over 6.7%.,4,4,0,0,0,0,0,0,3153700694699979,/story.php?story_fbid=3153700694699979&id=386868888049854
DollarsandSense,12/10/19 10:03,Is it better if you and your spouse would to designate a personal savings account as your de facto joint savings account instead? Or do you really need a legal one?,2,2,0,0,0,0,0,2,3150683341668381,/story.php?story_fbid=3150683341668381&id=386868888049854
DollarsandSense,11/10/19 12:05,#2 Are HDB Flats Getting Smaller And More Expensive?,13,13,0,0,0,0,0,2,3147999525270096,/story.php?story_fbid=3147999525270096&id=386868888049854
DollarsandSense,11/10/19 8:14,Weâve probably been stopped on the street by someone soliciting donations. Hereâs why everyone loses out when this happens.,1,1,0,0,0,0,0,1,3147585085311540,/story.php?story_fbid=3147585085311540&id=386868888049854
DollarsandSense,10/10/19 12:00,Its the 10.10 sales today! Be sure to use tips to ensure you don't spend more than you need to.,8,8,0,0,0,0,0,1,3145066872230028,/story.php?story_fbid=3145066872230028&id=386868888049854
DollarsandSense,8/10/19 17:00,You deserve to be compensated for being bombarded with videos of Cristiano Ronaldo dancing. Here's a guided tour on how you can get started maximising your savings using Shopee.,0,0,0,0,0,0,0,1,3139895996080449,/story.php?story_fbid=3139895996080449&id=386868888049854
DollarsandSense,10/10/19 8:08,"Rayner Teo, one of Singaporeâs most followed traders on social media, gives his take on how traders and brokers may be affected by the new increase in FX minimum margin requirements",2,2,0,0,0,0,0,0,3144722708931111,/story.php?story_fbid=3144722708931111&id=386868888049854
DollarsandSense,9/10/19 12:00,Itâs 2019. You shouldnât have to exchange large sums of foreign currency when you go overseas âjust in caseâ.,7,7,0,0,0,0,0,1,3142180539185328,/story.php?story_fbid=3142180539185328&id=386868888049854
DollarsandSense,9/10/19 8:03,"In 2017, the average Critical Illness coverage an economically productive Singaporean has was $59,776. Assuming a five-year recovery period, the amount we actually need is closer to $316,603.",21,18,1,0,2,0,0,1,3141769215893127,/story.php?story_fbid=3141769215893127&id=386868888049854
DollarsandSense,8/10/19 12:00,Use this flowchart to guide you when you're considering getting a private integrated shield plan with co-pay riders. Read More: https://dollarsandsense.sg/integrated-shield-plan-with-new-co-pay-riders-what-to-consider-when-making-a-decision/ Join us on Telegram â¡ï¸ http://t.me/dollarsandsense,14,14,0,0,0,0,0,0,3139122052824510,/story.php?story_fbid=3139122052824510&id=386868888049854
DollarsandSense,8/10/19 8:00,Inflation is going to affect your retirement plans. Hereâs what you can do about it.,172,164,4,1,3,0,0,17,3138979362838779,/story.php?story_fbid=3138979362838779&id=386868888049854
DollarsandSense,7/10/19 17:00,Planning to take advantage of upcoming 10.10 promotions at your favourite online retailer? Be sure to use additional services like ShopBack and RateX to save even more.,14,14,0,0,0,0,0,1,3137153233021392,/story.php?story_fbid=3137153233021392&id=386868888049854
DollarsandSense,7/10/19 11:49,"Whether itâs a new BTO or resale flat that you are looking at buying, the new Enhanced CPF Housing Grant (EHG) has you covered.",10,10,0,0,0,0,0,1,3136682563068459,/story.php?story_fbid=3136682563068459&id=386868888049854
DollarsandSense,7/10/19 8:00,You can always negotiate the commission payable to your property agent if you think the fees are too high.,24,20,2,2,0,0,0,5,3136288699774512,/story.php?story_fbid=3136288699774512&id=386868888049854
DollarsandSense,6/10/19 10:00,Electricity and gas tariffs for households to decrease this quarter. Here are 4 stocks that play a part in Singaporeâs utilities sector.,5,4,0,1,0,0,0,0,3133353026734746,/story.php?story_fbid=3133353026734746&id=386868888049854
DollarsandSense,5/10/19 10:00,"If youâve ever made an impulse buy, itâs not (entirely) your fault. Try to spot these techniques when you're out and about this weekend.",45,42,1,1,1,0,0,2,3130699080333474,/story.php?story_fbid=3130699080333474&id=386868888049854
DollarsandSense,4/10/19 12:07,Looking for a job is tough enough. Here are some of the ways the government can help you land your next job.,9,9,0,0,0,0,0,1,3128082047261844,/story.php?story_fbid=3128082047261844&id=386868888049854
DollarsandSense,4/10/19 8:02,Continue reading if winning real prize money for testing your investing prowess against other investors sound good to you.,2,2,0,0,0,0,0,0,3127650943971621,/story.php?story_fbid=3127650943971621&id=386868888049854
DollarsandSense,1/10/19 17:03,"If 1-for-1 deals all day, every day sound good to you, read on.",0,0,0,0,0,0,0,0,3120175748052474,/story.php?story_fbid=3120175748052474&id=386868888049854
DollarsandSense,3/10/19 12:08,"Save the dates for these upcoming, enriching personal finance events. The best part? They're all free.",13,13,0,0,0,0,0,1,3125194470883935,/story.php?story_fbid=3125194470883935&id=386868888049854
DollarsandSense,3/10/19 8:08,"Learn from the journey of a professional trader who started and grew a trading group that allows members to share their trade ideas, performance and insights with others. #myfirsttrade",1,1,0,0,0,0,0,0,3124763707593678,/story.php?story_fbid=3124763707593678&id=386868888049854
DollarsandSense,2/10/19 17:00,"There are three main types of insurance policies that provide payouts for disability: Disability Income Insurance, Total Permanent Disability and Severe Disability Insurance. Here's how each of them works.",2,2,0,0,0,0,0,0,3122556857814363,/story.php?story_fbid=3122556857814363&id=386868888049854
DollarsandSense,2/10/19 12:10,"We relook the SIM-Only plans in Singapore with the introduction of players like Grid Mobile, giga and redONE, as well as updates to existing plans.",38,36,0,2,0,0,0,5,3122462737823775,/story.php?story_fbid=3122462737823775&id=386868888049854
DollarsandSense,2/10/19 8:11,Use these practical tips when searching for your dream HDB resale flat to minimise any nasty surprises after moving in.,15,15,0,0,0,0,0,2,3122056034531112,/story.php?story_fbid=3122056034531112&id=386868888049854
DollarsandSense,1/10/19 12:53,"Bonds have always been seen as the safer investment vehicle compared to stocks. However, in recent years, we have seen a number of high-profile bond defaults. This brings up an important question for all investors: Is bond investing safe or risky, and are they a simple or complex product? At the SIAS Fixed Income Conference 2019 last month, we sat down with Christopher Tan, CEO of Providend and Executive Director of MoneyOwl , to hear his views on bonds and the part bonds can play in our investment portfolio. Read More: https://dollarsandsense.sg/7-things-we-learnt-about-bonds-from-the-sias-fixed-income-conference-2019/ This episode is brought to you in collaboration with the Fixed Income Conference 2019 organised by Securities Investors Association Singapore (SIAS).",42,39,1,2,0,0,0,1,3119768698093179,/story.php?story_fbid=3119768698093179&id=386868888049854
DollarsandSense,1/10/19 8:08,Knock-outs trading is now available in Singapore. Hereâs what you need to know before you think of getting started.,9,9,0,0,0,0,0,3,3119267381476644,/story.php?story_fbid=3119267381476644&id=386868888049854
DollarsandSense,30/9/19 17:00,"When you have multiple loans, each with different loan tenures and interest rates, here are two ways you can prioritise your repayments.",5,5,0,0,0,0,0,1,3117315528338496,/story.php?story_fbid=3117315528338496&id=386868888049854
DollarsandSense,30/9/19 12:02,"If guaranteed principal and returns are important to you, here are 6 investments that you should check out.",56,56,0,0,0,0,0,1,3116865571716825,/story.php?story_fbid=3116865571716825&id=386868888049854
DollarsandSense,30/9/19 8:04,Return Our CPF or 1M65 with CPF. Which camp are you in?,30,26,1,1,1,0,1,13,3116473805089335,/story.php?story_fbid=3116473805089335&id=386868888049854
DollarsandSense,29/9/19 10:00,"If youâre an investor in SGX stocks, chances are, youâve benefitted from the work of the Securities Investors Association Singapore (SIAS), whether you know it or not.",12,12,0,0,0,0,0,0,3113684992034883,/story.php?story_fbid=3113684992034883&id=386868888049854
DollarsandSense,28/9/19 10:15,"Those interested in subscribing to the Lendlease Global Commerical REIT IPO have until 30 September 2019, 12 noon to do so.",37,37,0,0,0,0,0,1,3110842522319130,/story.php?story_fbid=3110842522319130&id=386868888049854
DollarsandSense,27/9/19 12:18,Hereâs what we used to help us decide on our destination and plan our first ever team retreat!,11,10,0,1,0,0,0,1,3108190435917672,/story.php?story_fbid=3108190435917672&id=386868888049854
DollarsandSense,27/9/19 7:58,"FX margin will increase from 2% to 5%, hereâs how Collin thinks it will impact traders in Singapore.",4,3,0,1,0,0,0,0,3107666122636770,/story.php?story_fbid=3107666122636770&id=386868888049854
DollarsandSense,26/9/19 17:00,"[Rewriting My Own Destiny] ""Growing up in a low-income family, I was in my schoolâs financial aid programme and pocket money scheme for as long as I can remember. Every dollar mattered. At home, we had to struggle for daily necessities that others wouldnât even think twice about. Due to the cost of tertiary tuition fees, studying in university was something that never even crossed my mind. Besides, no one in my family had a degree, so I thought that if I studied hard, Iâll be able to study at a polytechnic at best, or I can sign-on as a regular. That was it. I didnât dare to dream of doing anything bigger for my life. For these bleak beginnings, you can say that Iâve turned things around pretty dramatically. At age 25, Iâm currently interning with Youth Corps Singapore (YCS). I manage their web portal, mailing list, and help with outreach efforts. In the evenings, I attend classes for my degree in Sociology at the Singapore University of Social Sciences, while also being part-time private hire driver to help pay for my school fees. Iâm also a member of the Peopleâs Association Malay Activity Executive Committees Council (MESRA), where I contribute to formulating activities that support and engage the Malay-Muslim community in Singapore. [My Turning Point] Friends who knew me previously still regularly express their shock at my change. From being a bully, to be active in volunteering. From being retained in secondary school to studying in university.  From someone with no expectations or dreams for myself to having plans and goals for the future. All these changes in me are only possible as a result of discovering the world of volunteerism. This journey started when I joined an overseas service-learning trip with Millennia Institute, where I was a student. I surprised myself by finding out how much I enjoyed the pre-trip and actual trip activities, working with beneficiaries locally and in Chiang Mai, Thailand. After graduation, my teacher reminded me that my volunteering journey doesnât have to stop at graduation. Thus, I sought out grassroots volunteering opportunities, which I continue to be active in today, about 5 years on. It was during this time when I discovered Youth Corps Singapore and joined the Youth Corps Leaders Programme, which aims to foster and empower Singapore youths to initiate projects for the community, based on various causes they are passionate about. The structured programme and opportunities aside, my biggest takeaway from this was meeting like-minded youths who shared my passion to serve the community. All along, I thought I was alone, but being involved with Youth Corps Singapore opened my eyes to a whole new world of possibilities. [Advice For Fellow Young Singaporeans] I think many youths, myself included previously, have the impression that volunteering or community work means picking up litter or working with seniors. In fact, there are a wide range of causes that we can contribute such as children, youth-at-risk, mental health, foreign workers, and more. And you can find unique ways to contribute on your own time, in your own way. So, if you think youâre really busy (these days, who isnât?) or if you donât know where to begin, the best way to get started is just to keep an eye out. You donât even need to look so hard. There are newsletters on volunteering opportunities, online articles about various causes, or perhaps word-of-mouth news. Once you find something that resonates with you, that calls out to you, then go for it. Learn more about it, find out more about how you can help. Personally, Iâd like to continue working in the field of youth development after I graduate, because I believe my own journey would allow me to better relate to youths who are in the same situation I used to be in. I want them to know that if I can do it, they can too."" - Habib #SuccessfulSingaporeans:",43,40,0,3,0,0,0,2,3105049762898406,/story.php?story_fbid=3105049762898406&id=386868888049854
DollarsandSense,26/9/19 12:00,Irresponsible PMDs riders have shown to be a danger to themselves and non-riders. Here's how various insurance policies could come in handy when mishaps occur.,3,3,0,0,0,0,0,0,3105152266221489,/story.php?story_fbid=3105152266221489&id=386868888049854
DollarsandSense,26/9/19 8:00,"When used correctly, a business loan can be essential in helping you scale up your business.",59,58,0,1,0,0,0,3,3104874826249233,/story.php?story_fbid=3104874826249233&id=386868888049854
DollarsandSense,25/9/19 17:00,Extending your COE for another 10 years may not save you as much as you think.,16,13,1,1,1,0,0,0,3102356159834433,/story.php?story_fbid=3102356159834433&id=386868888049854
DollarsandSense,25/9/19 12:00,Planning for retirement is simpler and less painful the earlier you do it.,23,23,0,0,0,0,0,2,3102402179829831,/story.php?story_fbid=3102402179829831&id=386868888049854
DollarsandSense,25/9/19 8:05,"From 26 August 2020 onwards, all critical illness policies sold in Singapore must comply with the 2019 framework. Of the 37 defined critical illnesses, changes have been made to 14 headers and 21 definitions.",10,9,0,1,0,0,0,1,3101988023204580,/story.php?story_fbid=3101988023204580&id=386868888049854
DollarsandSense,24/9/19 12:03,We know that we can invest our CPF savings in approved investments like stocks and unit trusts. Hereâs what you need to know before doing so.,22,21,0,1,0,0,0,2,3099598306776885,/story.php?story_fbid=3099598306776885&id=386868888049854
DollarsandSense,24/9/19 8:00,Here's what you need to know before getting a private integrated shield plan with co-pay riders.,40,39,0,1,0,0,0,0,3099131223490260,/story.php?story_fbid=3099131223490260&id=386868888049854
DollarsandSense,23/9/19 17:00,"The CareShield Life and Long-term Care Bill was passed in Parliament earlier this month, which paves the way for implementation next year, when it will be compulsory for Singaporeans born in 1980 or later to be enrolled. Here's how the new CareShield Life differs from the ElderShield scheme it replaces.",27,27,0,0,0,0,0,2,3097232263680156,/story.php?story_fbid=3097232263680156&id=386868888049854
DollarsandSense,23/9/19 12:03,"A fully spec-ed iPhone 11 Pro Max costs $2,349 in Singapore, which is more than half the monthly median wage here.",4,4,0,0,0,0,0,1,3096822800387769,/story.php?story_fbid=3096822800387769&id=386868888049854
DollarsandSense,23/9/19 8:05,Not having a lump sum of money is no excuse for not investing. Here are 13 platforms you can consider.,100,98,0,2,0,0,0,2,3096419477094768,/story.php?story_fbid=3096419477094768&id=386868888049854
DollarsandSense,22/9/19 10:00,CapitaLand stocks have generated an average return of 28% this year for investors. Have you been a beneficiary of it?,19,17,0,2,0,0,0,1,3093754430694606,/story.php?story_fbid=3093754430694606&id=386868888049854
DollarsandSense,21/9/19 10:19,"Whether you're planning your next family outing or getting ready for Halloween Horror Nights with your squad, here are some tips to help you save money!",11,10,0,1,0,0,0,1,3091031304300252,/story.php?story_fbid=3091031304300252&id=386868888049854
DollarsandSense,20/9/19 11:59,It depends on how old you are today.,39,36,0,3,0,0,0,2,3088291167907599,/story.php?story_fbid=3088291167907599&id=386868888049854
DollarsandSense,20/9/19 8:12,Being well protected is one of the first things you should be doing as soon as you start working.,529,517,1,9,1,1,0,1,3087883791281670,/story.php?story_fbid=3087883791281670&id=386868888049854
DollarsandSense,19/9/19 17:08,Read this article to better understand the key differences between term life insurance and whole life insurance policies.,19,18,0,1,0,0,0,2,3086015488135167,/story.php?story_fbid=3086015488135167&id=386868888049854
DollarsandSense,19/9/19 12:09,Here's why you need to do this simple but important check to see if your investment portfolio is at a risk level thatâs matches your risk tolerance.,19,17,0,2,0,0,0,0,3085519291518120,/story.php?story_fbid=3085519291518120&id=386868888049854
DollarsandSense,19/9/19 7:56,Your investment strategies and belief play a part on whether you should choose ETFs over mutual funds.,16,16,0,0,0,0,0,0,3085067524896630,/story.php?story_fbid=3085067524896630&id=386868888049854
DollarsandSense,18/9/19 17:06,"Previously, only some credit cards were accepted on the AXS m-Station app and you couldn't earn perks from your card transaction. But with a quiet update, the situation is now very different â for the better.",40,36,0,1,0,0,3,5,3083229355080447,/story.php?story_fbid=3083229355080447&id=386868888049854
DollarsandSense,18/9/19 12:00,Find out how much you may have to set aside in your CPF by the time youâre 55.,45,44,0,1,0,0,0,6,3082675361802513,/story.php?story_fbid=3082675361802513&id=386868888049854
DollarsandSense,18/9/19 8:03,"How much is your time worth? We're guessing more than $0? Yet, we're paying companies for the chance to do their work for them. Which of these do you enjoy doing the most (willingly)? Poll on Telegram â¡ï¸ http://t.me/dollarsandsense",6,6,0,0,0,0,0,1,3082303151839734,/story.php?story_fbid=3082303151839734&id=386868888049854
DollarsandSense,17/9/19 12:06,"After you invested your funds, perhaps you should throw away the key, so you wonât be tempted to make silly decisions based on irrational emotions.",17,16,0,1,0,0,0,0,3080043398732376,/story.php?story_fbid=3080043398732376&id=386868888049854
DollarsandSense,17/9/19 8:08,A higher margin does not necessarily mean a greater degree of safety. Risk management is still going to be essential if you want to trade.,14,13,0,1,0,0,0,0,3079643635439019,/story.php?story_fbid=3079643635439019&id=386868888049854
DollarsandSense,16/9/19 16:58,"From browser extensions to apps and cards, here are apps and services that can help you save money when you spend.",24,22,0,2,0,0,0,1,3077893108947405,/story.php?story_fbid=3077893108947405&id=386868888049854
DollarsandSense,16/9/19 8:00,"While foreigners in Singapore canât leverage on the CPF scheme, the Supplementary Retirement Scheme (SRS) is one other option they can consider.",17,15,0,2,0,0,0,1,3076990782370971,/story.php?story_fbid=3076990782370971&id=386868888049854
