source,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Mortgage Consultancy,18/9/19 9:20,Learn how you can convert one flat into a brand new condo or even multiple private properties by leveraging on our creative financing methods.  1. NO A.B.S.D  2. Maximum loan of 75%-90% by our bank partners  3. NO CASH upfront for property purchase  4. $100K-$300K as your excess savings  5. A list of undervalued undervalued properties near to MRT stations and good schools less than $1K Psf   Curious about it?  Click here to find out more. https://www.mortgageconsultancy.com.sg/investors-program,42,42,0,0,0,0,0,0,1434742310013704,/story.php?story_fbid=1434742310013704&id=409881809166431
Mortgage Consultancy,16/9/19 8:34,,46,44,1,0,1,0,0,0,1432998760188059,/story.php?story_fbid=1432998760188059&id=409881809166431
Mortgage Consultancy,15/9/19 21:56,4 Ways to Reduce Your Monthly Instalment for Home Loan,54,52,1,1,0,0,0,0,1432603800227555,/story.php?story_fbid=1432603800227555&id=409881809166431
Mortgage Consultancy,15/9/19 17:33,"âWe advised our home owner client NOT to refinance his mortgage loan!â  After our analysing and calculation work, we find out that some home owners are in a better position to stay onto the mortgage loans with their current bank or HDB loan instead.  For those who refinance their home loan, our LOWEST FIXED rates are from 1.8%+! Simply click the below to grab your FREE consultation. https://www.mortgageconsultancy.com.sg/",43,41,0,2,0,0,0,0,1432440573577211,/story.php?story_fbid=1432440573577211&id=409881809166431
Mortgage Consultancy,14/9/19 9:37,,46,44,0,0,2,0,0,0,1431277837026818,/story.php?story_fbid=1431277837026818&id=409881809166431
Mortgage Consultancy,14/9/19 9:37,,36,36,0,0,0,0,0,0,1431277533693515,/story.php?story_fbid=1431277533693515&id=409881809166431
Mortgage Consultancy,14/9/19 9:37,,40,40,0,0,0,0,0,1,1431277307026871,/story.php?story_fbid=1431277307026871&id=409881809166431
Mortgage Consultancy,14/9/19 9:36,,42,42,0,0,0,0,0,0,1431277087026893,/story.php?story_fbid=1431277087026893&id=409881809166431
Mortgage Consultancy,14/9/19 9:36,,37,37,0,0,0,0,0,0,1431276800360255,/story.php?story_fbid=1431276800360255&id=409881809166431
Mortgage Consultancy,10/9/19 22:08,"Are you facing the problems in refinancing your private property home loan with banks due to the unsecured credit card and personal loan debt?  This may result you in overpaying higher interest!  If you are in this situation, we may have a SOLUTION here!  We can help you refinance both your unsecured loans and home loan to SAVE on interest payment and LOWER down your monthly instalment commitment. Click below for a quick FREE assessment! https://youtu.be/cdzBrNVuWiA",27,27,0,0,0,0,0,0,1428360997318502,/story.php?story_fbid=1428360997318502&id=409881809166431
Mortgage Consultancy,10/9/19 20:28,,33,33,0,0,0,0,0,0,1428288730659062,/story.php?story_fbid=1428288730659062&id=409881809166431
Mortgage Consultancy,9/9/19 10:26,"LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. âªUp to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg",43,43,0,0,0,0,0,0,1427186944102574,/story.php?story_fbid=1427186944102574&id=409881809166431
Mortgage Consultancy,8/9/19 17:23,"Hard Work will Pay Off Eventually! âââ¶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. #singapore #motivation #mortgagebroker https://youtu.be/gEVuWDwD6dA",28,28,0,0,0,0,0,0,1426575297497072,/story.php?story_fbid=1426575297497072&id=409881809166431
Mortgage Consultancy,8/9/19 16:26,,49,49,0,0,0,0,0,1,1426548027499799,/story.php?story_fbid=1426548027499799&id=409881809166431
Mortgage Consultancy,8/9/19 16:25,,33,33,0,0,0,0,0,0,1426547644166504,/story.php?story_fbid=1426547644166504&id=409881809166431
Mortgage Consultancy,8/9/19 16:25,,39,39,0,0,0,0,0,0,1426547450833190,/story.php?story_fbid=1426547450833190&id=409881809166431
Mortgage Consultancy,7/9/19 22:54,"Pay the SAME Home Loan Instalment Amount Monthly when You Upgrade to a Condo and Get Up to $150,000 to $300,000 CASH Proceeds!  Allow Us to Share with You a Different Perspective on How You can Upgrade to a Condo Using our Financing Methodology.  Curious about it? Simply click here to find out more! https://www.mortgageconsultancy.com.sg/investors-program",31,31,0,0,0,0,0,0,1425966940891241,/story.php?story_fbid=1425966940891241&id=409881809166431
Mortgage Consultancy,5/9/19 15:21,LOWER your Monthly Car Loan Instalments by $200-$500 and Get CASH from our Car Loan Financing.  Fast Approval and Hassle Free Paperwork for our Car Owners. Get The Best Deal For Car Loan And Refinancing Now! https://youtu.be/Oq_-RKTYOYs,34,33,0,1,0,0,0,0,1423866037767998,/story.php?story_fbid=1423866037767998&id=409881809166431
Mortgage Consultancy,4/9/19 22:03,#singapore #motivation #mortgagebroker,32,32,0,0,0,0,0,0,1423259387828663,/story.php?story_fbid=1423259387828663&id=409881809166431
Mortgage Consultancy,4/9/19 0:19,"This Post is for All HDB Owners and Aspiring Property Upgraders!  Today we are going to give out a FREE consultation session on how average Singaporeans can OWN their condo or landed property WITHOUT any CASH downpayment with our guided Creative financing methods.  With this, say âNOâ to paying thousands of dollars for the monthly home instalment on your old and value depreciating HDB flat and keep your money for better use instead.  Curious about it?  Simply click here to find out more! https://www.mortgageconsultancy.com.sg/investors-program",26,26,0,0,0,0,0,0,1422522327902369,/story.php?story_fbid=1422522327902369&id=409881809166431
Mortgage Consultancy,3/9/19 15:22,,29,29,0,0,0,0,0,0,1422175314603737,/story.php?story_fbid=1422175314603737&id=409881809166431
Mortgage Consultancy,3/9/19 15:21,,19,19,0,0,0,0,0,0,1422174897937112,/story.php?story_fbid=1422174897937112&id=409881809166431
Mortgage Consultancy,3/9/19 15:18,,31,31,0,0,0,0,0,0,1422173594603909,/story.php?story_fbid=1422173594603909&id=409881809166431
Mortgage Consultancy,3/9/19 15:17,,31,31,0,0,0,0,0,0,1422173314603937,/story.php?story_fbid=1422173314603937&id=409881809166431
Mortgage Consultancy,3/9/19 15:16,,27,27,0,0,0,0,0,0,1422172971270638,/story.php?story_fbid=1422172971270638&id=409881809166431
Mortgage Consultancy,3/9/19 9:43,#singapore #motivation #mortgagebroker,25,25,0,0,0,0,0,0,1422013687953233,/story.php?story_fbid=1422013687953233&id=409881809166431
Mortgage Consultancy,2/9/19 0:13,#singapore #motivation #mortgagebroker,14,14,0,0,0,0,0,0,1420894811398454,/story.php?story_fbid=1420894811398454&id=409881809166431
Mortgage Consultancy,1/9/19 23:50,"Every Obstacle Faced is a Step Closer to Success! âââ¶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. #singapore #motivation #mortgagebroker https://youtu.be/vGZq-G0AuLo",15,15,0,0,0,0,0,0,1420879204733348,/story.php?story_fbid=1420879204733348&id=409881809166431
Mortgage Consultancy,1/9/19 21:38,ESPECIALLY FOR ALL CAR OWNERS IN SINGAPORE! LOWER your Monthly Car Loan Instalments by $200-$500 and Get CASH from our Creative Car Loan Financing.  Fast Approval and Hassle Free Paperwork for our Car Owners. Get The Best Deal For Car Loan And Refinancing Now! PM out Hotline at +65 85565271 to Get a FREE Quote Now! https://youtu.be/Oq_-RKTYOYs,25,25,0,0,0,0,0,0,1420786058075996,/story.php?story_fbid=1420786058075996&id=409881809166431
Mortgage Consultancy,1/9/19 16:29,ESPECIALLY FOR ALL CAR OWNERS IN SINGAPORE! LOWER your Monthly Car Loan Instalments by $200-$500 and Get CASH from our Creative Car Loan Financing.  Fast Approval and Hassle Free Paperwork for our Car Owners. Get The Best Deal For Car Loan And Refinancing Now! PM out Hotline at +65 85565271 to Get a FREE Quote Now! https://youtu.be/Oq_-RKTYOYs,35,35,0,0,0,0,0,1,1420587078095894,/story.php?story_fbid=1420587078095894&id=409881809166431
Mortgage Consultancy,28/8/19 21:20,"Stay Focus and Don't Look Back! âââ¶ Comment, Like, & Share The Message!  Power Motivation by Mortgage Consultancy.  #singapore #motivation #mortgagebroker https://youtu.be/X5v1LE4Sbt4",24,24,0,0,0,0,0,0,1417592511728684,/story.php?story_fbid=1417592511728684&id=409881809166431
Mortgage Consultancy,26/8/19 22:04,"LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. âªUp to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg",30,30,0,0,0,0,0,0,1416053395215929,/story.php?story_fbid=1416053395215929&id=409881809166431
Mortgage Consultancy,26/8/19 21:59,,33,33,0,0,0,0,0,1,1416049925216276,/story.php?story_fbid=1416049925216276&id=409881809166431
Mortgage Consultancy,26/8/19 21:58,,28,28,0,0,0,0,0,0,1416049485216320,/story.php?story_fbid=1416049485216320&id=409881809166431
Mortgage Consultancy,25/8/19 23:32,,36,36,0,0,0,0,0,0,1415321648622437,/story.php?story_fbid=1415321648622437&id=409881809166431
Mortgage Consultancy,24/8/19 21:50,"<CHEERS! 1.8%+ FIXED RATE PROMO EXTENDED!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. âªUp to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg/",32,31,0,1,0,0,0,0,1414459972041938,/story.php?story_fbid=1414459972041938&id=409881809166431
Mortgage Consultancy,24/8/19 21:23,"You Don't Try, You Wouldn't Know! âââ¶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. #singapore #motivation #mortgagebroker https://youtu.be/iZnC9fh1ZQQ",25,25,0,0,0,0,0,0,1414444745376794,/story.php?story_fbid=1414444745376794&id=409881809166431
Mortgage Consultancy,22/8/19 21:44,,37,35,2,0,0,0,0,0,1412841792203756,/story.php?story_fbid=1412841792203756&id=409881809166431
Mortgage Consultancy,22/8/19 21:42,,49,49,0,0,0,0,0,1,1412840248870577,/story.php?story_fbid=1412840248870577&id=409881809166431
Mortgage Consultancy,21/8/19 0:33,"Hey there, if you have not visited our Mortgage Consultancy Youtube channel, make sure you do so and hit the âSUBSCRIBE buttonâ!  Many good stuff and updates can be found in this channel! We just crossed our 500 subscriber mark and the numbers are still growing!  Thanks for watching! https://www.youtube.com/c/MortgageConsultancy",25,25,0,0,0,0,0,0,1411422545679014,/story.php?story_fbid=1411422545679014&id=409881809166431
Mortgage Consultancy,20/8/19 0:14,,19,19,0,0,0,0,0,0,1410607835760485,/story.php?story_fbid=1410607835760485&id=409881809166431
Mortgage Consultancy,20/8/19 0:07,"Age is Never a Barrier to Success! âââ¶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on - (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/TTNAq5llAis",19,18,0,0,1,0,0,0,1410602855760983,/story.php?story_fbid=1410602855760983&id=409881809166431
Mortgage Consultancy,19/8/19 23:43,"<1.8%+ FIXED RATE PROMO EXTENDED!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. âªUp to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg/",15,15,0,0,0,0,0,0,1410589159095686,/story.php?story_fbid=1410589159095686&id=409881809166431
Mortgage Consultancy,17/8/19 20:28,,9,9,0,0,0,0,0,0,1408975259257076,/story.php?story_fbid=1408975259257076&id=409881809166431
Mortgage Consultancy,17/8/19 20:21,,14,14,0,0,0,0,0,0,1408969672590968,/story.php?story_fbid=1408969672590968&id=409881809166431
Mortgage Consultancy,17/8/19 20:02,"Determination with an Optimistic Mind is the Key to Success! âââ¶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on - (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/hDEZGZ3AFSQ",7,7,0,0,0,0,0,0,1408959312592004,/story.php?story_fbid=1408959312592004&id=409881809166431
Mortgage Consultancy,12/8/19 20:10,"The Things You Do NOW will Determine Your Future! âââ¶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on - (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/5kRihO1pZQ4",8,8,0,0,0,0,0,0,1405266512961284,/story.php?story_fbid=1405266512961284&id=409881809166431
Mortgage Consultancy,12/8/19 16:08,,14,14,0,0,0,0,0,0,1405140309640571,/story.php?story_fbid=1405140309640571&id=409881809166431
Mortgage Consultancy,11/8/19 11:15,"<We are Open on This Long Public Holiday!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. âªUp to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg/",16,15,0,0,1,0,0,0,1404240026397266,/story.php?story_fbid=1404240026397266&id=409881809166431
Mortgage Consultancy,10/8/19 22:24,Mortgage Consultancy would like to wish our Muslim friends a Selamat Hari Raya Haji.,19,18,0,0,0,1,0,0,1403832489771353,/story.php?story_fbid=1403832489771353&id=409881809166431
Mortgage Consultancy,9/8/19 22:40,Mortgage Consultancy wishes everyone a Happy National Day and long holiday ahead.,32,30,0,2,0,0,0,0,1403093236511945,/story.php?story_fbid=1403093236511945&id=409881809166431
Mortgage Consultancy,9/8/19 0:14,"Take Care of Your Mindset & Everything will be Taken Care of! âââ¶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on - (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/UaP7w7P8uwU",32,30,0,0,0,2,0,0,1402418279912774,/story.php?story_fbid=1402418279912774&id=409881809166431
Mortgage Consultancy,9/8/19 0:01,"<NATIONAL DAY PROMO CLOSING SOON!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. âªUp to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg/",33,33,0,0,0,0,0,0,1402412649913337,/story.php?story_fbid=1402412649913337&id=409881809166431
Mortgage Consultancy,5/8/19 19:35,"Home owners looking to sell their property but UNSURE about the FAIR market price?  Get FREE instant market valuation on your property from our 16 bank partners in one go!  With our one stop service provider platform, home owners can no longer get confused over different prices quoted by different agents and can now avoid the MISTAKE of mismatch pricing.  This applies to HDB, condo, landed, commercial and even new launch properties!  100% transparency and hassle free!  Click here to claim your FREE valuation now! https://youtu.be/Uh6O2frZc9c",53,52,0,1,0,0,0,0,1400135993474336,/story.php?story_fbid=1400135993474336&id=409881809166431
Mortgage Consultancy,4/8/19 16:19,"<NATIONAL DAY PROMO CLOSING SOON!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. âªUp to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://youtu.be/9lJleDNRwGU",59,58,0,1,0,0,0,0,1399301893557746,/story.php?story_fbid=1399301893557746&id=409881809166431
Mortgage Consultancy,4/8/19 10:56,"LOWEST Business Loan FIXED Rate from 3%+ for Sole Proprietors, SME & Business Owners! Compare 16 Banks in Singapore and Leave the Tedious Application and Approval Work to Us.  Our Objective is to Get Your Financing Approved Fast and Hassle Free so that You can Focus on Expanding your Business.   Get the Best Deal for Your Business Loan Now! https://youtu.be/HUoe5C1BMOA",47,46,0,0,1,0,0,0,1399139686907300,/story.php?story_fbid=1399139686907300&id=409881809166431
Mortgage Consultancy,3/8/19 23:28,"Watch this Video Only if You are Feeling Down! âââ¶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on - (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/_xJvUocCQZo",21,21,0,0,0,0,0,0,1398779886943280,/story.php?story_fbid=1398779886943280&id=409881809166431
Mortgage Consultancy,3/8/19 23:09,"<NATIONAL DAY PROMO CLOSING SOON!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. âªUp to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg/",38,38,0,0,0,0,0,0,1398768740277728,/story.php?story_fbid=1398768740277728&id=409881809166431
Mortgage Consultancy,2/8/19 23:42,,45,43,0,1,0,1,0,0,1398003067020962,/story.php?story_fbid=1398003067020962&id=409881809166431
Mortgage Consultancy,2/8/19 23:40,,31,31,0,0,0,0,0,0,1398001730354429,/story.php?story_fbid=1398001730354429&id=409881809166431
Mortgage Consultancy,2/8/19 23:40,,27,26,0,0,0,1,0,0,1398001260354476,/story.php?story_fbid=1398001260354476&id=409881809166431
Mortgage Consultancy,2/8/19 23:40,,3,3,0,0,0,0,0,0,1398001017021167,/story.php?story_fbid=1398001017021167&id=409881809166431
Mortgage Consultancy,2/8/19 23:01,"A Goal Without a Plan is Just a Wish! âââ¶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on -    (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/s6AFWQV6SaA",24,24,0,0,0,0,0,0,1397979553689980,/story.php?story_fbid=1397979553689980&id=409881809166431
Mortgage Consultancy,1/8/19 22:03,"Think Out of the Box! âââ¶ Comment, Like, & Share The Message! Power Motivation by Mortgage Consultancy. Call us on -    (+65-85565271) Visit us at - https://www.mortgageconsultancy.com.sg/ -www.facebook.com/consultmortgage #singapore #motivation #mortgagebroker https://youtu.be/71Uej059BiQ",26,26,0,0,0,0,0,0,1397228197098449,/story.php?story_fbid=1397228197098449&id=409881809166431
Mortgage Consultancy,1/8/19 21:53,"<CLOSING SOON!> LOWEST Home Loan FIXED Rate from 1.8%+! Compare 16 Banks at Zero Cost. âªUp to $3,000 Cash Subsidy & $540 Shopping Vouchers To Be Given Out. Get The Best Deal For Home Loan And Refinancing Now! https://www.mortgageconsultancy.com.sg/",28,28,0,0,0,0,0,0,1397222723765663,/story.php?story_fbid=1397222723765663&id=409881809166431
Mortgage Consultancy,31/7/19 1:09,https://youtu.be/9lJleDNRwGU,49,49,0,0,0,0,0,1,1395843287236940,/story.php?story_fbid=1395843287236940&id=409881809166431
Mortgage Consultancy,30/7/19 1:42,,38,38,0,0,0,0,0,0,1395074060647196,/story.php?story_fbid=1395074060647196&id=409881809166431
Mortgage Consultancy,30/7/19 1:42,,45,45,0,0,0,0,0,1,1395073783980557,/story.php?story_fbid=1395073783980557&id=409881809166431
Mortgage Consultancy,30/7/19 1:41,,26,26,0,0,0,0,0,1,1395073573980578,/story.php?story_fbid=1395073573980578&id=409881809166431
Mortgage Consultancy,30/7/19 1:41,,23,23,0,0,0,0,0,0,1395073243980611,/story.php?story_fbid=1395073243980611&id=409881809166431
Mortgage Consultancy,30/7/19 1:41,,44,43,0,1,0,0,0,0,1395072973980638,/story.php?story_fbid=1395072973980638&id=409881809166431
