,content
question,Loans Asked by Ang AggAsked on 19 May 2018My ex-colleague cheated $20K from me and cheated me to sell my gold! Debt Collector charged me $1200 but I can't make her repay full! What should I do?5 answersAnswerBump0
0,Answers (5)Sort By Most UpvoteMost UpvoteMost Recent
1,"Ck ChaiLevel 4. ProdigyUpdated on 07 Jun 2019Can I share my experience with you? I got cheated by my friend‘s bro by loaning him for capital start up and he run away with the $30K which I have been saving hard for more than 10 yrs!
​​Felt anguish for my stupidity, esp after sometime, I feel that my friend may have played a part in the  scam! I do not earn much, $30K is an hefty amount! I dare not even share with anyone and been living in sorrow for years. 😭 Even with police report, it’s useless as he‘s gone. ​Yes, it sucks to know someone is enjoying life with your hard earned money, but to continue dueling with it only makes yourself more miserable... What’s lost is lost, and life must go on.  I just gotta suck thumb & acknowledged that money is gone forever and start from scratch again. ​It’s not easy, and I feel embarassed to share the miserable amount of savings I have, at this age. But I finally saved enough emergency fund to cover for myself & my old folks, and working  towards better financial & retirement planning. Now I’m waiting for karma to fall upon the Scammer. May you move on and be a happier person. 🙏🏻1 comment1"
2,Leong Wen Fong07 Dec 2018Oh no.. ):
3,"Jeff Yeo,   amateur Social contributor  at School of social sharingLevel 6. MasterAnswered on 28 Sep 2018Make a police report ​i hope you kept all the documentation and prove​debt collectors can only do that much 0 comments1"
4,"Ng Lip Hong KyithLevel 5. GeniusUpdated on 07 Jun 2019Hi, Firstly we are trying very hard to understand what you are saying. It seems in reverse order. Do you mean your friend act poor thing so you lend the money, to your ex colleague, then he ran away so the debt collector is coming after you with $1200?​Are  you the guarantor in the first place? If you are not the guarantor just file a police report and tell them off. Find some means to hunt down your ex-colleague. Hard but I am afraid you may not get your money back.1 comment1"
5,Ang Agg26 May 2018My ex-colleague yet to pay me Interest for $20k I put in her dad FD since 1992. Paid S'pore Debt Collection Svc $1200 to help retrieve this 26 yrs FD Interest + my gold she cheated + $4k personal loan to her! SDCS can't mk her repay too! Waste my $1200! What can I do? Help!
6,"Npm AdeleLevel 3. WonderkidAnswered on 07 Dec 2018You can make a police report, and you might need to start learning to let go, and take it as a very very expensive lesson learnt:(0 comments0"
7,Gabriel ThamLevel 8. WizardUpdated on 07 Jun 2019This looks more like a police case that you should report. Any unlicensed debt collection should refer to police too.2 comments0
8,Ang Agg26 May 2018S'pore Debt Collection Svc is licenced - Its lady boss always appear in magazine interviews - boasting of its many yrs experience in helping to retrieve bad debts. Bt till nw SDCS unable to help me retrieve tis amt of money my ex-colleague cheated me! NATO! Does anyone know how to find out debtor's Co or hme addr based on IC no.?Serene Toh25 Oct 2018Don't think you can find that out without breaking the law.
