,content
question,"Family Lifestyle Asked by AnonymousAsked on 14 Jan 2019My girlfriend's parents constantly makes me pay for meals when we eat together. They know that I'm well to do, and I know they are not. Am I just being petty?I've eaten with them about 5-6 times, and only once did they pay. While they didn't insist I pay, they also did not offer, but allowed me to get the bill every time.Should I say something?20 answersAnswerBump0"
0,Answers (20)Sort By Most UpvoteMost UpvoteMost Recent
1,"Yinglin ChuaLevel 4. ProdigyUpdated on 15 Jan 2019Let's start off with what you are thinking.You feel they are taking advantage of you by letting you pay? Your concerns are noted in this forum. Won't judge whether you are petty as the circumstances are unknown.1) Are the parents retired and not earning any income now? 
2) Who initiated to eat out with the parents? 
3) Who chose the eating location?
4) Who did the ordering?I would be extremely wary of the family if it's the parents who always want to eat out when you are around (and they normally don't do this), chooses expensive places and orders expensive food, then expects you to pay simply because they know you are well off.If they want to eat out, and it's probably just 1 time a month, chooses low to mid range places, seldom order expensive seafood (the most expensive and sometimes bo hua dishes) on the menu... And does pay occasionally, they seem normal. 
After all, once the kids have earning power, parents seldom pay for their own meals and is paid by the kids (unless you don't, that's why you don't feel it's normal).
You are being too petty and reading too much into the situation.I would be cautious if it's the gf who suggested eating out everytime, choosing high end places and dishes, bringing family along just so to allow you to get into their good books but yet, not offering to pay or go Dutch at times. In this case, I suggest you talk to your gf.If parents are retired, goes out with both of you to eat (cause the gf asks them to), usually don't have much opinions on location and order... 
Then you are indeed petty if you are more well off, is earning a decent income and is being calculative with the parents. As your gf, I would be wary of you to truly care and love your family.There can be more permutations. But if you are going to hawkers, food courts with them and you harping here on paying for their meals, you are not just petty but stingy.But in short, yes, you should always communicate with your gf if you have concerns. Just with your gf.0 comments11"
2,"HC Tang, Financial Enthusiast, Budgeting at The SocietyLevel 8. WizardAnswered on 14 Jan 2019Discuss with your gf privately in a nice way, sharing that you felt it seems like you're the one paying the bills even when her parents is around. Is there any particular reason or is it misunderstanding ? If is just misunderstanding then try to clear it up so all side understood, let her communicate with her parents nicely. If for a / other reason, then ask yourself if you mind and if you want to continue to pay for the bills ? If you don't, then just pay for it and share with her that you don't mind as she will help to contribute in other ways, like helping to do things etc. if you do, then share with her nicely that you mind and ask if she think it is right or not and that she can also share with her parents how she felt. Maybe temporary don't have meals together with her parents until things get clearer.At the end of the day, it's about communicate clearly and nicely sharing how each side felt and find out about the reason or is it misunderstanding, try to get each side expectations clear to consider and decide if you willing to or not willing to and decide the next steps. Cheers.
​0 comments3"
3,"Charmaine Lim XiaomeiLevel 4. ProdigyAnswered on 15 Jan 2019In my POV, your girlfriend and her siblings (if any) ought to be footing the bill instead since they should be responsible for their own parents. But given that you are 'well to do' and plays a part in eating as well, you should probably help to split the bill too.Also, try pursuading them to eat out less often. Cooking together is actually pretty fun and good for bonding! Otherwise, do opt for cheaper food options or take advantage of discount apps such as Entertainer, Burpple, Groupon, Shopback Go... 0 comments2"
4,Boonhow EngLevel 3. WonderkidAnswered on 14 Jan 2019communicate this before it rolls into a bigger issue in future0 comments2
5,"Chin Guo QiangLevel 3. WonderkidAnswered on 18 Jan 2019But have to do the math, at least provide all parties with a clearer picture, not to be calculative but see properly where the family finances stand.0 comments1"
6,Jaxe PanLevel 2. RookieAnswered on 16 Jan 2019How often do you meet them and who suggested eating out?0 comments1
7,"Steph Yeo, Auntie Uncle Whisperer at Agency for Integrated CareLevel 5. GeniusAnswered on 15 Jan 2019If you're uncomfortable with it, you should talk about it w your girlfriend. I don't think you should worry about ""being petty"".The price of the meals sound secondary to you since you explicitly said you are well to do, so i guess it's more about the principles here. But is your gf well to do too? If yes, maybe alternate btwn both of you paying?0 comments1"
8,"Ck ChaiLevel 4. ProdigyAnswered on 15 Jan 2019Just wondering usually what is the expense range for each meal? Is it always going to expensive restaurants or depends? While the parents do not offer to pay, does your gf ever offer to pay? If so, do u ever rejected her paying out of egoistic?If most times is going to Coffeeshop or hawker place which should be rather affordable meals, the elderly might be having the mentality since the meals are cheap & affordable, you can well afford it, may not really be trying to take advantage of you.But if every meal were to go for expensive ones  which you feel uneasy of, then you need to understand why is it so? Do you feel you are taken advantage of? Maybe you need to communicate with your gf. Coz eventually if you were to settle down, u guys need to sort out and agree on how to manage the finances etc0 comments1"
