,content
question,Investments Asked by AnonymousAsked on 07 Mar 2019Which investment carries the lowest risk but have the highest returns?14 answersAnswerBump1
0,Answers (14)Sort By Most UpvoteMost UpvoteMost Recent
1,"Hariz Arthur Maloy, Independent Financial Advisor at Promiseland IndependentTop Contributor (Sep)Level 9. God of WisdomUpdated on 07 Jun 2019Hard work. For real.3 comments15"
2,See all 3 comments Kenneth Lou08 Mar 2019YES! solid answer manChin Guo Qiang08 Mar 2019Pay yourself well and you will see the returns for REAL
3,Zann ChuaLevel 6. MasterAnswered on 08 Mar 2019Investing in education and yourself is the most important0 comments5
4,"Kenneth Lou, Co-founder at SeedlyLevel 8. WizardUpdated on 07 Jun 2019What a good question! And my answer would be: ""Relationships""Not to sound abstract here, but your network is your net worth, that's my mantra from day 1 and it's paid dividends.Especially here in Asia, the mindset of 'Guanxi' or relationships are huge, and it can really open the right doors and change your life.2 comments2"
5,Chin Guo Qiang08 Mar 2019The right and legit good doors.Kenneth Lou10 Mar 2019Yeah haha
6,Mel Tan WmLevel 4. ProdigyAnswered on 20 Mar 2019Loving and respecting yourself.0 comments1
7,"Terence Tan, Finance at Singapore Management UniversityLevel 3. WonderkidAnswered on 07 Mar 2019Invest in yourself.0 comments1"
8,"Junus EuTop Contributor (Sep)Level 8. WizardUpdated on 20 Mar 2019Yourself.Because you are the vessel of whatever you do in life. This can be investing in your health, your relationships, your knowledge, your hard work.To put that in perspective:
“The graveyard is the richest place on earth, because it is here that you will find all the hopes and dreams that were never fulfilled, the books that were never written, the songs that were never sung, the inventions that were never shared, the cures that were never discovered, all because someone was too afraid to take that first step, keep with the problem, or determined to carry out their dream.”― Les Brown0 comments0"
9,"Lilian LokeLevel 2. RookieAnswered on 09 Mar 2019Compounding. Whether it’s Long term investments, interest in your accounts or just the increasing knowledge you have.0 comments0"
10,"Npm AdeleLevel 3. WonderkidAnswered on 08 Mar 2019Work not just hard but smart as well. continually seek to improve. Health too.Financially, it is relative. CPF is pretty risk free but locked-up, but for decent returns. Most others, high returns tend to come with higher risk...0 comments0"
11,"HC Tang, Financial Enthusiast, Budgeting at The SocietyLevel 8. WizardAnswered on 08 Mar 2019Yourself. In every area not just skills for career or financial but most importantly, in own character development , EQ , health and many more. Because you can't run away from Youself, so it's the lowest risk invesmt and highest return!0 comments0"
12,Shawn LowLevel 2. RookieAnswered on 08 Mar 2019Working SMART. Period.0 comments0
13,"Jonathan Chia Guangrong, Fund Manager at JCG FundLevel 6. MasterAnswered on 07 Mar 2019Investing in yourself, in new knowledge.If you are talking about investment instruments, then options, if it's setup correctly0 comments0"
14,"Gabriel Tham, Kenichi Tag Team Member at Tag TeamLevel 8. WizardUpdated on 07 Mar 2019Inheritance money. The risk is you don't inherit.0 comments0"
15,Prakash KumaraswamiLevel 2. RookieAnswered on 07 Mar 2019Depends on what you see as risk and returns.Invest in yourself involves risk but in long term relatively stable returnsInvest in market capital risk but returns in medium to longer term not as lucrative as option 1Invest in bonds less risk lower returns than above two.Invest in CPF least risk 4% return encashed after 55 (provided you have  retirement sum).0 comments0
16,Yong Kah HweeLevel 6. MasterAnswered on 07 Mar 2019Education0 comments0
