,content
question,"CPF CPF IS Retirement Asked by Kenneth LouAsked on 24 Apr 2019What do you think of the CPF? What improvements do you think you would like to see in the near future?We're meeting the CPF team next week and we are keen to give them some feedback on how it can be improved as well. I just wrote a piece on CPF vs other pension schemes in the world, and I'm curious to understand the community's thoughts on CPF in Singapore!13 answersAnswerBump3"
0,Answers (13)Sort By Most UpvoteMost UpvoteMost Recent
1,"Goh Kah Kiat, Editor-in-chief at Risknreturns.comLevel 4. ProdigyUpdated on 07 Jun 2019The main issue I have with CPF is the CPFIS scheme. Some reforms have been implemented but more can be done.Cost prohibitive to have a diversified portfolio of stocks (especially if your positions are small) due to quarterly $2.14 charge per counter. Having 10 stocks = $85.60 per annum. I understand these are bank fees and CPF may not be able to influence them, but one can try.Limit amount you can use to buy Unit Trusts, ILPs, Annuities and Endowments. Having no limits on those products make no sense when most of these products underperform Index funds. It also encourages predatory financial advisors to recklessly sell these products to customers as “you can’t touch this money anyway”3 comments4"
2,"See all 3 comments Goh Kah Kiat25 Apr 2019Https://www.cpf.gov.sg/Assets/members/Documents/CPFISInvestmentProducts.pdf This document seems to contradict the point on annuities and endowments. Anyway, I get that stocks are risky to the uninitiated. Which is why I understand why there are limits on stocks and I'm not arguing for a lift on the limit. I'm more arguing from the point of view that ILPs and Unit Trusts should have limits too as they are risky products (they are essentially equities too if you buy a equity fund). Just because there are so-called experts managing those products doesn't make them risk free.Hariz Arthur Maloy25 Apr 2019A long time ago you could buy endowment and annuities. Not anymore for a number of years now. Currently you have to leave behind 20k in OA and 40k in SA before investing. I would agree to not allow SA investment but only OA. And yes they aren't risk free, but they are less risky."
3,"Hariz Arthur Maloy, Independent Financial Advisor at Promiseland IndependentTop Contributor (Sep)Level 9. God of WisdomUpdated on 07 Jun 2019Limits on property purchase. Higher Medisave withdrawal limits for insurance and bills across all ages.Other pension schemes around the world are sometimes only for the social security or the CPF Life part. Not many use our 3 account system for housing needs, retirement needs, and medical needs.I think that our CPF needs to be more segregated from each other. People don't understand that Medisave amount cannot take out, and say their CPF got a lot of money when it's all just Medisave. Quite a lot of lack of education. And I can't wait for RSS to be phased out permanently and for everyone to be on CPF life. Less headache as well.1 comment4"
4,"Kenneth Lou25 Apr 2019Yup this one is noted in my recent research as well! ""Other pension schemes around the world are sometimes only for the social security or the CPF Life part. Not many use our 3 account system for housing needs, retirement needs, and medical needs."""
5,"T@Takingstock @Level 5. GeniusUpdated 15h agoSomething I have been thinking about for a while now but still irks me from time to time:1) there are a number of employers who structure the pay package in a way to avoid cpf. So now there's this group who don't get cpf contributions regularly, and they might not be considered self employed. How to help them? With the way the act is worded, voluntary contribution gives no relief, and they don't get cpf relief because it is not employment contribution (and they aren't self employed). Granted these folks may pay max 150 tax per year, but surely you would want them to start baby steps in cpf at least? They get relief for medisave / sa top up, but isn't voluntary contribution going to OA also a means for them to save towards HDB, which might be a more pressing need than retirement? They aren't getting the cpf relief for employment but they are working... Shouldn't the act be expanded to give them some leeway to help them save for hdb?2) the accrued interest concept for cpf monies drawn out for property is... rather strange.A) taking money out for property accrues interest, but taking money out for investment doesn't accrue interest.... A bit double standard. And add on my own example - let's say I use my 200k of oa to buy some reits and they generate 5% dividends annually = 10k dividends which I return to cpf oa to pay hdb loan. I dont owe interest to myself for borrowing to buy the reits, but once I use the dividends to pay for hdb loan payments, I accrue and owe myself interest. Hmmmm a bit strange, but if I have enough in my SA, and I make good returns to use the oa to pay for hdb and excess dividends to save for retirement... I still need to owe myself interest?B) the cpf accrued interest as I understand now will continue to accrue until you reach 55, upon when the RA is formed, and I think the accrued interest is wiped out / forgotten. So what does that mean? If we have enough money for retirement, then the accrued interest isnt an issue? But if the folks who drawn on cpf to pay for hdb have extra cash, then doesn't it make more sense to do the rstu and get tax relief for that, while contributing to SA that earns 4%? Does it make more sense to have the accrued interest abolished / written off if these folks have hit the FRS with SA balance? It should be along the same goal, and does away with this weird accrued interest concept.C) if we arent doing away with the accrued interest, then something I would like to have... A form for recurring giro deduction to pay down the monies I draw from OA for my property. I think it might be a lot easier to pay a bit monthly for a while to clear away this ""debt"".1 comment1"
6,Kenneth Lou1h agoThank You for sharing your thoughts with the community :)
7,Ian LauLevel 2. RookieAnswered 22h agoDefinitely check out Japan's iDeco system. It allows people to voluntarily contribute to a separate pseudo retirement account and comes with tax breaks at both ends (i.e. Contributing from pre-tax income and not paying any tax on gains). It's also designed to be simple for those who aren't financially savvy but allows the individual to pick from several funds based on risk appetite etc.1 comment1
8,"Kenneth Lou21h agoGot it! yeah Japan's system is always a mystery to me, will check it out :) Thanks Ian"
9,"Good Day Every DayLevel 6. MasterAnswered on 25 Apr 2019A lot of people are not clear what Medisave could be used for. There also seems to be a lot of restrictions with regards to the usage of Medisave. At the same time, the BHS (Basic Healthcare Sum) is increasing every year. Perhaps more education in this area could be provided to the public.  Just a suggestion.0 comments1"
10,Alvin TeoLevel 4. ProdigyAnswered 22h agoI hope to see more simplicity of the system more education of any changes to the many nooks and crannies of the schemes so that there wouldn’t be pointless sensationalism over non-mainstream mediaAnd for the scheme to focus more on retirement than usage on property for obvious reasonsAnd it’ll succeed when people’s point of view towards CPF monies usage to be more for retirement planning than merely buying hdb0 comments0
11,"Mypetrescue GivelifeLevel 1. FreshieAnswered 1d agoI am 62 and my wife is 60 this year. We are fortunate to be able to accumulate both our RA to ERS and will be drawing down from age 65. If I passes on before my wife or her before me, my suggestion is for CPF to allow the remaining balances in our RA account to be transferred to the surving spouse's account, instead of a payout in cash to prevent the elderly to money scams, investments etc. An enhanced nomination has its limitations as you are well aware.0 comments0"
12,"Shirley TayLevel 1. FreshieAnswered 2d agoMedisave acct - for those with no chronic history and hardly touch Medisave , makes no sense to keep increasing amt and retiree can't touch when still alive. Esp if person has no dependents to bequeath to. Whole cpf system is overly complicated. Suggest revert to primary objective of funding retirement need and maybe plus one secondary area eg housing or health etc (depending on members choice). Can't have everything. From age 65, calculate monthly payouts based on max 20 yrs duration. More meaningful to live a better quality of life when retiree still mobile. No point leaving hardearned $$$ behind when gone.0 comments0"
