,content
question,"Lifestyle Career Asked by AnonymousAsked on 28 Apr 2019What benefits are there for doing surveys online?Currently, I am 18 y/o student and would like to earn some sideline income and came across surveys which gives you some either cash or other benefits. I would like to know which survey website is safe to do, what can I expect when I start doing these surveys, cos I've been quite wary of these surveys and unsure whether I should try. E.g Survey Compare, etc4 answersAnswerBump1"
0,Answers (4)Sort By Most UpvoteMost UpvoteMost Recent
1,"Heng Kai Le, Mondomover at School Of LifeLevel 4. ProdigyUpdated on 08 Jun 2019I was about to recommend Milieu surveys but Billy beat me to iti do surveys on RAKUTEN INSIGHT SURVEYS. On average, I gain enough points to have a $10 Ntuc voucher to be delivered to my house every two months. They do transfer $10 to your PayPal if you would prefer that instead.so whether you think it’s worth your time and effort and revelation of personal information like your income and insurance coverage etc has to be up to you.1 comment1"
2,Question Poster08 Jun 2019Anyone heard of Opinion World? Heard that it quite good.
3,"Billy Ko, President - Investment Club at Singapore Institute Of TechnologyLevel 6. MasterUpdated on 09 Jun 2019You can try mileu surveys too!Android - https://play.google.com/store/apps/details?id=com.milieu&hl=en_SGApple -  https://itunes.apple.com/sg/app/milieu-surveys/id1297142962?mt=8I've cashed out over $40. You can cash-out you via Paynow. Survery questions can revolve around TV shows, Food etc.5 comments1"
4,"See all 5 comments Heng Kai Le08 Jun 2019I am inviting you to use Socash, a simple and convenient app to withdraw cash. Here is my code HENG5622 - enter it when you sign up. You can redeem $2 cashback on your second withdrawal and be surprised to earn cashback of up to $5 every time you draw $$ https://link.socash.io/DiATes2HAW. T&C apply.Billy Ko09 Jun 2019Thank you! I'll be sure to apply it upon registration :)"
5,"Junus EuTop Contributor (Sep)Level 8. WizardUpdated on 07 Jun 2019Focus groups would be one. I have done a few out of curiosity and they compensate anything from $50-$150 for an hour of your time. You will need to know about the topic being discussed, and provide your opinions. The online survey platforms could pay, but it's a slow grind of answering surveys. Look out for ones like ApiaryBuzz, which actually gave $20 of Capitaland vouchers upon sign-ups! This was one of the rare occasions of getting vouchers pre answering surveys. Use code B3RAD at https://apiarybuzz.com/register2 comments1"
6,"Question Poster29 Apr 2019Where can I find these focus groups, how safe are they?Junus Eu29 Apr 2019One of my contacts runs a market research agency, and afaik they are careful with even sharing personal details via WhatsApp."
7,"Charmaine Ng, The Value Maximizer at @ Every Ma La Xiang Guo StallLevel 6. MasterUpdated on 07 Jun 2019Most of the surveys online are clickbait to get your personal details. I would very much recommend you to do mystery shopping instead. Mystery shopping requires you to make time to go to physical shops to do observation with a fix set of SOP but at least it gives you real money and isn't collecting your person details for spamming purposes.Otherwise, consider specific panel surveys. Make sure to Google the companies first before passing over your personal data.Hope this helps and please upvote me if you find the information useful.3 comments0"
8,"See all 3 comments Charmaine Ng05 May 2019Hi, mystery shopping is when you sign up as as a mystery shopper. Which means you act like a customer to check on service levels and proficiency of the clients, that the agency handles. SOP = standard operating procedures. Basically you are to go through a online learning to know what to do and what to ask while at the stores. By taking some pictures and asking the questions you can either receive free meals (capped of course or from a specific selection) and or reimbursement.Charmaine Ng05 May 2019Specific panel surveys are when you sign up for surveying companies; and they'd look into your expertise; age; industry etc. These panels are customized and specific to say; a certain age group or industry."
