,content
question,"Lifestyle Asked by Daniel LeeAsked on 20 Dec 2018Upload a photo or meme that describes your 2018?It’s Day 4’s task of the “5 Days of Christmas” giveaways!Task: Upload a photo/meme that describes your 2018, leave a caption as well telling us why! (The photo/meme can be finance related, or personal)71 answersAnswerBump4"
0,Answers (71)Sort By Most UpvoteMost UpvoteMost Recent
1,"Jim Ng, Digital Marketing Specialist at Https://swiftturnmarketing.comLevel 5. GeniusUpdated on 07 Jun 2019Married my girlfriend of 5 years, moving in together yay!!!Wrote 8 personal finance articles to educate Singaporeans on managing personal finances.Was Seedly Top Contributor (Nov) for giving answers on Seedly platform.Started my own digital marketing agency, Swift Turn MarketingAll while being a 23 years old Full-Time student at Singapore Institute of Technology8 comments16"
2,See all 8 comments Yong Kah Hwee21 Dec 2018Congrats on your wedding! You have achieved a lot this year! :)Jim Ng21 Dec 2018Thank you Kah Hwee! 
3,Huang YixuanLevel 6. MasterUpdated on 07 Jun 2019Upvote this lucky cat for good luck good money good fortune in 20196 comments9
4,"See all 6 comments Tee-Ming Chew20 Dec 2018If you're on Android, you can't upload the image :(Steph Yeo20 Dec 2018Yeah i’m on Android. It’s ok i did it in time on a comp! :)"
5,Priscilla LongLevel 3. WonderkidUpdated on 07 Jun 20192018 has been a constant struggle to look for a new job as a fresh grad with limited experience. I’m glad that I can end 2018 in a good note. ◡̈ 5 comments8
6,See all 5 comments Kenneth Lou20 Dec 2018That's super! good to know :) Leong Wen Fong20 Dec 2018:O what do you work as now?
7,"Yeung Zhen BangLevel 3. WonderkidUpdated on 07 Jun 20192018 was a jovial year,let it continue,Cheers Guys ;D2 comments8"
8,Kenneth Lou20 Dec 2018LOL this one winLeong Wen Fong20 Dec 2018Stealing this pick up line to use
9,"Gabriel Tham, Kenichi Tag Team Member at Tag TeamLevel 8. WizardUpdated on 07 Jun 2019Photo uploaded! thanks for the food!5 comments7"
10,"See all 5 comments Gabriel Tham20 Dec 2018i am from the dark side...Kenichi Xi20 Dec 2018Most thinks I am hiding in the shadow too. @gabriel tham
Maybe, I am the shadow that shows the direction of the light (position) they are in."
