,content
question,Investments Asked by AnonymousAsked on 04 Jun 2019Has anybody heard of and invested with pareto sg pte ltd?Apparently they specialize in CFD copy trading. A friend just told me about it. Not an expert in this field so was hoping someone could help shed some light on this.And if I should look into this further and consider investing my money with them.14 answersAnswerBump1
0,Answers (14)Sort By Most UpvoteMost UpvoteMost Recent
1,"黎嘉欣Level 4. ProdigyAnswered on 25 Jul 2019Was actually skeptical at first when my friend introduced me to their service. so i played safe and invested merely 3k and so far i have been able to withdraw my weekly profits. i will continue to monitor until i withdraw out my entire capital. but tbh, their customer service is really good. so no complains.2 comments21"
2,"NNinja4w agoLol yeah right, good luck with that. Zero chanceChua Kim Leong3w ago[Ninja] what if I can show you proofs that whatever I have invested in Pareto's copytrade has been safely out into my DBS saving account plus profit?"
3,"James CarterLevel 4. ProdigyUpdated on 13 Sep 2019Yeah I am actually investing in their service as well, very professional and had been earning my returns as promised accordingly for the past 2 months. So far no complaints from my friends, family and other clients. Legit and transparent. Will recommend them.3 comments22"
4,See all 3 comments IZInvestor Z13 Sep 2019😱 😱 😱 😱 😱 😱NNinja4w agoLol obviously insider employee
5,"Steve MooreLevel 4. ProdigyUpdated on 24 Jul 2019Yeah, I invested in Pareto SG on the recommendation of a friend as well, I have seen consistent profit for the last 3 months. I like that they have a very good customer service team who have answered all my questions and they processed my profit withdrawals really quickly.0 comments20"
6,Kobe AlfanteLevel 3. WonderkidAnswered on 13 Sep 2019Pareto International Limited is a very good platform to invest your money to earn extra income. I've been invested in Pareto Forex Copy Trading and the results are awesome 5 to 10% of ROI every month consistently. So I recommended to my friends and family to joined and earned passive income.The great thing about Pareto is all of their results are verified on https://www.myfxbook.com/members/pareto/client7/33114560 comments19
7,"Jack JackLevel 4. ProdigyAnswered on 19 Jul 2019I have sat in on their business opportunity, although the speaker was a little corny, what he said made sense. Got to befriend some of the people who also attended the talk and have been told that they are making decent returns. I am going to observe a bit further before deciding to commit or not.0 comments20"
8,"Jonni GgLevel 3. WonderkidUpdated on 17 Sep 2019The obvious red flag here is the unrealistic returns they claim to achieve and their referral incentives, both classics characteristics of a Ponzi scheme.
When trying to join, you will be directed to a shady Hong Kong registered broker called ""VGX trade"" with a suspiciously plain website. Upon creating an account with VGX, the only funding option available is a bank transfer to a Hong Kong bank account under the account name ""Pareto International Holding"". On top of that, the copy trade agreement provided by VGX lists the same address as Pareto and even signs off with the name and IC number of the ""Chief Trader"" of Pareto.It's apparent that VGX and Pareto are the same guys and they do not even appear to be trying to hide the fact. This means that your funds are directly under the custody of an unlicensed company not even registered in Singapore (so much for the whole ""Copy Trading"" schtick). I believe this is also how they fabricate their trading results on myfxbook as they are the brokers themselves, they can feed in whatever data they want.I wonder what their end game is with this scheme and how it will eventually unravel but I hope no one is dumb enough to actually hand them your money.PS. If anyone at Pareto sees this, whats with the pathetic shilling attempt on this thread? Surely you can fake more believable positive reviews?5 comments15"
