,content
question,Investments General Asked by AnonymousAsked on 07 Jun 2019Is it still safe to start investing despite the recession warning in 2020?15 answersAnswerBump1
0,Answers (15)Sort By Most UpvoteMost UpvoteMost Recent
1,"Jerry TayLevel 3. WonderkidAnswered on 11 Jun 2019This is the problem with timing the market. Nobody knows for sure when the market may or may not crash. One may lose the opportunity cost of investing due to his fear of a recession.To a value investor, what matters more is how one values a particular stock. If a particular stock is undervalued, that is the best time to own a share in the company.However, it is definitely always good to keep some spare cash in the event where the market crashes, the opportunities of good stocks becoming undervalued is maximised. At the end, one must properly assess the reasons why he wants to own a particular share of the company. The fundamentals are key to becoming a great investor.0 comments5"
2,"ZeeeeeLevel 4. ProdigyAnswered on 07 Jun 2019The best case scenario will be to invest when the market is at it's lowest point, but that would require a lot of luck and patience..After all, there might be a chance there won't be a recession for the next few years to come. no one is able to predict such a scenario accurately. As such, you should start investing first, figure out some of the strategies yourself after you've started (took me two years to figure out some money saving strategies...), and still keep a portion for the event where the market crashes. Ever since I started two years back, people have been postulating a recession but till now, new uncertainties have emerged..0 comments5"
3,"Cherie Julianne Tan, Content Strategist at SeedlyLevel 6. MasterAnswered on 11 Jun 2019Know Your Personal Finance Well? Become A Seedly Prodigy!Level up your game and take home some Grab credits! Click here for more details.0 comments3"
4,John Ong ZhenxiLevel 4. ProdigyAnswered on 07 Jun 2019No one knows.2 years ago I thought recession will come it 2020.Now I feel bad for the lost oppotunities. So I started buying some stocks recently. I sold some too. I do have some more capital for buying shares if the recession comes though. Percentage wise. 40% in stocks. 30% in OCBC 365. 30% in SSBs currently. So up to 60% can be used to invest if recession comes. Previously it was 25% in stocks only.0 comments3
5,"Ericsson TingLevel 3. WonderkidAnswered on 07 Jun 2019If you are investing for a long term say 30-40 year,s there will definitely be an market crash or two.Most important is to not panic and sell your stock straight away,you must learn to control your emotion well in the investing game!good luck!do support my personal finance blog @http://sonicericsg.blogspot.com/0 comments3"
6,"Amos ChiaLevel 2. RookieAnswered on 11 Jun 2019I'd think that recession warnings are somewhat paradoxical, in the sense that the higher the awareness of an impending recession, the least likely it will occur, when traders and investors become more defensive in their trades.
Furthermore, governments and financial institutions will work hand in hand to prevent it from happening, or at least cushion the impact. I personally feel that it makes more sense for a recession to happen when there is a sudden reversal in the overall market sentiment during an extended period of over optimism and confidence.
Therefore, no recession for me in the near term.0 comments2"
7,"Lok Yang TengLevel 6. MasterUpdated on 11 Jun 2019Of course but it'll be a bit tricker. It's hard to perfectly time the market so as to buy at the trough and sell at the peak. However, there's still things you can do to improve your chances.OneYou can look at companies that produce non-cyclical consumer goods. For instance, when economy is doing well, people will buy more ice-cream to enjoy. When times are bad, more instant noodles. These companies are much more resilient though they can be pricey.You can also look at transportation services. Chances are, people are less willing to spend so much on grab, taxis and the many when they have lesser pay.You get the idea.TwoHold the asset long term. Equities by nature tend to appreciate over time and it is likely that you'll still profit even if you bought near the peak over long holding period.0 comments2"
8,"Rave Ong Ci DeLevel 5. GeniusAnswered on 11 Jun 2019I’ll liken this to marrying to a woman and living happily ever after (since I’m a man but it applies to women as well). If I were to paraphrase, it’s like asking, is it a good time to marry when divorce rates are forecasted to be at an all time high in 2021? Notice how there seems to be some correlation but not causation? When you marry someone, you marry the one who is compatible with you, and you aim for happily ever after. Similarly when investing in stocks, you want to invest in excellent companies who can stand the trials of economic recession. Because no one can accurately forecast when the recession will arrive. Having said that, it doesn’t mean you expend all your cash on stocks. Always keep a standby, in case more opportunity comes up at a bargain. Just like you would be prepared to handle some unpleasant incidents, because they do happen, even in the most blissful of marriages ( and not because you expect your marriage to be miserable, right?)0 comments2"
9,"Bang HongLevel 4. ProdigyAnswered on 07 Jun 2019Investing can never be really ""safe"" , just like in 2008 it just goes, it goes.Do have a balanace weight on Bonds (Safer options) like SSB and some on something that is a little risker but more returns like REITs, FX, etc.I will say start somewhere, start small and observe the market. If you are worry you can also look into robo advisory which they have auto-rebalancing for you, the same theory applies, start a small amount which you are comfortable and monitor.My view is , the best time to start is yesterday, even buying into a Bond ETF (A35 code in SGX), yielding about 2%++ , it is still a good start. All the best!0 comments2"
