,content
question,Investments Asked by AnonymousAsked on 11 Sep 2018I’m 18 this year should I buy dbs shares with all my savings which is around 10k?16 answersAnswerBump0
0,Answers (16)Sort By Most UpvoteMost UpvoteMost Recent
1,Gabriel LeeLevel 6. MasterAnswered on 12 Sep 2018Start off by investing in yourself first - knowledge. Do not invest blindly in something that you do not know much about0 comments4
2,"Jay Liu, Diploma in Accountancy  at KHEALevel 6. MasterAnswered on 15 Sep 2018Will you be ok if the next day DBS price drop to half of what you bought? 0 comments2"
3,Alan KorLevel 5. GeniusAnswered on 16 Sep 2018why dbs?​why do you want to buy shares?​what do you understand about shares?​why do you want to buy shares with all your savings?0 comments1
4,"Dwivid SharmaLevel 3. WonderkidUpdated on 31 Oct 2018Hey,DBS GROUP HOLDINGS LTD (D05.SI) is one of my favorite stock for investment. What is your buying or selling price? Nowadays, it is trading around 23.460.If you really want to make a good profit by buying this share. I must recommend investing for 3-5 years. and If you want to make the profit by selling this stocks. Sell it now it may continue to fall for the next 15 days.0 comments0"
5,"Kenichi Xi, nᴉʍ oʇ dǝnᴉʇsǝd 不能说的秘密 at Tag Team with Gabriel ThamLevel 6. MasterAnswered on 16 Sep 2018Good job in saving $10k.What you should do now is to ask yourself 
1. what you wanna the $10k to do for you?
2. How do u think that is possible?
3. Are u gambling it away or making it grow?
4. What is the end plan for your $10k?If you cannot answer the 4qs posted, is better to stick to Savings.Always do what you do Best.0 comments0"
6,"Gabriel Tham, Tag Team Member at Kenichi Tag TeamLevel 8. WizardAnswered on 16 Sep 2018Better to put into roboadvisor with 10k​​0 comments0"
7,"Bryan Chong, Executive at UOBLevel 3. WonderkidAnswered on 16 Sep 2018 haha no. 0 comments0"
8,"Nicholas ChanLevel 5. GeniusAnswered on 16 Sep 2018If you believe DBS is good with further growth potential, then go ahead, prices have fallen quite abit from the peak earlier in the year. Otherwise buy the sti etf instead for diversification, I believe dbs is about 13% of the index. 0 comments0"
9,"Jeff Yeo,   amateur Social contributor  at School of social sharingLevel 6. MasterAnswered on 16 Sep 2018Short answer is no ​please do your own research instead of just listening to friends ​stock prices move up and down if the market crash are you ok with losing all your money ? ​Maybe be at your age something more stable like STI is more stable​when you have a larger capital in the future that might be a better time to invest in more high risk stocks 0 comments0"
10,"Teresa WuLevel 3. WonderkidAnswered on 15 Sep 2018Do not put all the eggs into 1 basket.
Do your research to see if the stock is overpriced at the moment and see if the stock is good fundamentally.
Good to get yourself covered with some insurances first before investing and go for some courses to learn more on how to plan your finances. All the best!0 comments0"
11,"Yong Kah HweeLevel 6. MasterAnswered on 15 Sep 2018Start small. I would rather you put your money into places with lesser returns first (such as the Singapore Savings Bond and Fixed Deposits) than blowing your money somewhere where you know nothing much about. Take the time to learn how to analyse stocks, learn some basic accounting, etc. Get as much information as you can first before putting your money in it. Don't regret!0 comments0"
12,"Jonathan Chia Guangrong, Fund Manager at JCG FundLevel 6. MasterAnswered on 15 Sep 2018Not a good idea to put everything into one stock. If the market were to plunge, your stock hold will likely lose most of its value. Not something you'd want to face. Learn how to invest via the online materials available, or start with reading books like the intelligent investor to gain some knowledge on investing. And only invest what you can afford to loose, unless you know its gonna be a sure win then allocate more funds into it. Do feel free to ask if you need any more help. Cheers and all the best in your journey. 0 comments0"
13,"HC Tang, Financial Enthusiast, Budgeting at The SocietyLevel 8. WizardAnswered on 15 Sep 2018DBS share price is not cheap now. Not the right time to go in.Everything in DBS means if is goes down you also lost 10k.  Theie fundamental and direction is right and good as most tech savvy bank at the moment. But it will gain value only in long term and also still subject to any market down turn since bank is the first level that gets hit hard. ​So why not read here at seedly more, ask more questions and learn more before doing anything ? 😄👍​​0 comments0"
14,Good Day Every DayLevel 6. MasterAnswered on 15 Sep 2018Please do your homework based on fundamental and technical analysis. Do you want to trade or invest?  0 comments0
15,"Leong Wen FongLevel 6. MasterAnswered on 12 Sep 2018To be entirely honest, it sort of feels that you just heard something is good and decide to put all your eggs in one basket. This is no different from gambling, and hoping to make a quick buck. Before investing, you have to educate yourself, and you have to learn more about the different type of investments, companies, etc.​By investing everything in something, you already break a common principle of not diversifying your risk. Don't place blind bets on the market. Investing, very often, is not for quick wealth accumulation, but for small passive income. If you are unsure where to start, then read this!0 comments0"
16,Nicholes WongLevel 6. MasterAnswered on 12 Sep 2018Why DBS? Why not OCBC/UOB/REITS/SINGTEL/STI ETF? Learn and understand first before buying anything. Are you very sure you do not need the 10k and be good with losing some of it if stocks drops?0 comments0
