,content
question,"Investments Asked by AnonymousAsked on 13 Jun 2018I’m a 23 year old male and recently got interested in investing. However, I have only made one investment so far in POSB’s Nikko AM STI ETF at $100 a month. Any advice on the next step?14 answersAnswerBump2"
0,Answers (14)Sort By Most UpvoteMost UpvoteMost Recent
1,"Jacky YapLevel 4. ProdigyUpdated on 07 Jun 2019Hello there, a lot of people will tell you to start reading up etc. that's a given. :) ​Let me share with you my personal experience, but this is by no means a formula or financial advise (im not affiliated with any financial institutions too). ​When i started to decide what to invest in, i first decided what is my risk profile. ​As an impatient guy, my risk profile is quite high, hence i dabbled into US stocks. US tech stocks have been going up so i was lucky to catch some part of it since i started a year ago. US stocks is probably one of the investment product with the highest risk (daily fluctuation of 1-5%).Understand that my investing journey will be 10-20 years, so i am more focused on building my capital now (because no money) - hence US stocks fits me best because it can provide a decent capital gain in a short period of time (can go both ways), and i can stomach the risk. Other products like ETFs, REITS etc, you can only see the return in 5-10years for the compounding interest to kick in. ​After putting in some money into the US stock market, i realize that i need to balance out my portfolio with lower risk investment products, hence i looked into funding society for p2p lending, and then a little bit in SG REITs to build my long team dividend portfolio. These are done using the capital gain from my US stocks, diverted into my smalll dividend porfolio (ie REITs). ​So to sum up:​my first 2 years of investing:US tech stocks for capital gain (super high risk)balance risk of US tech stocks with p2p lending (medium risk)​my hypothetical 2-5th year of investing (not there yet this is my 1st year only)capital gain from tech stock slowly converted to SG Reits for future dividend portfolio (medium to low risk)​my hypothetical 5th - 10 year of investing slowly build up dividend portfolio and waiting for dividend to compound the returns (medium to low risk)CPF should have some money (low risk)​And the constant thing from start of investing:1) Read up, follow financial bloggers2) Save money3) Reduce expenses (sometimes it is harder to think of how to make extra S$200 a month, than to cut down on S$200 a month in expenses, both resulting in +S$200 in wealth)4) optimize on credit card rewards5) be insured6) always remember that this is a long game (10-20 years)​At least that's the plan la hahah.​kthxbye ​​​4 comments11"
2,"See all 4 comments Kenneth Lou22 Nov 2018Hey Valentina, Interesting, I would say for a single person with no dependents (ie kids or parents) you should focus on having at least 6 months of an emergency fund. And everything beyond that you should be committing it to growing your money (investing). I would still do the RSP, because that 1% of transaction fee for a start is worth it for the convenience of investing monthly (in my view), because I actually set it to run automatically monthly.Jacky Yap06 Dec 2018hi @Valentina, sorry just saw this. There are no formula to how much of an initial capital. My first US stock i bought was with S$2000. I trade in lots of S$2000 first and then I increase as my income grow. Even now also around S$2000 - S$4000 per trade. So i dont really have a ""initial capital"" per se, but if you need an answer, for me was S$2000 lol. I dont really do DCA since i buy from a custodian account which charges me S$4 per trade. So i just buy stocks that i think will grow. Even if the stock falls by 10%, ill probably lose S$200 and the S$4x2 total if i do sell the stock, which is an ok price for me to get started and learn along the way. "
3,"Eng You GuanLevel 4. ProdigyAnswered on 14 Jun 2018If you earn more than 20k for annual income, you might like to also topup your CPF SA/MA for tax deduction and enjoy the CPF interest rates.​If your company has a Employee Share Option, max that out as well. for eg. company matches 50% worth of shares for every 100% that you buy (the amount that you can buy is usually capped at a certain percentage based on your salary) 0 comments2"
4,"Rave Ong Ci DeLevel 5. GeniusAnswered on 14 Jun 2018Start learning on investing and do it to beat the index. Three things can happen. A) you lose every single cent of your capital. In this case, your RSP index would save you as you are still getting market returns,ableit lowerB) you make the same returns as the index. In that case, you lost nothing. Maybe can be the next index fund manager. C) you make better returns than the market. This is the best situation. Now you can let the RSP be your plan B while you focus on plan A, which is pick your own stocks. 0 comments2"
5,"Gabriel ThamLevel 8. WizardAnswered on 14 Jun 2018Next steps:​save more moneyadd on ABF singapore bond ETF using POSBIncrease monthly contribution to POSB ETF investmentwait for many years, collect dividend while waiting​0 comments2"
6,"Yap Chuen HweeLevel 3. WonderkidAnswered on 14 Jun 2018Apart from reading up on personal finance which is good, think you should also develop a way to track your entire investment portfolio.Get some excel skills, develop a model so that when the time comes you can compare the performance/correlation of the various investments you are in. Factor how to include cash drag in as well, think that is one area that many people miss out on. This gives you a look into your decision making process and allocation, across time that will be useful to refine your future investment decisions. It is pretty straughtforward now since you have 1 investment and you can probably just look at your statements from POSB. In future though it will be harder to do a like for like comparison when you diversify.0 comments2"
7,"Aik KaiLevel 6. MasterAnswered on 14 Jun 2018Read up on personal finance and investing through blogs or attending courses.​Also, get your savings and insurance in place first before thinking about where to invest next.​Investments count for nothing if you have no savings to tide through emergencies and no insurance to cover your in unfortunate stuations.0 comments2"
8,"Asheesh Chanda, Founder at Kristal.AILevel 4. ProdigyAnswered 9h agoAs a first step, you should determine your risk profile though given at a young age your risk taking ability is likely higher, I would suggest evaluate a balanced Kristal like All Weather / All Rounder / Steady Growth based on your risk profile. Or just take any balanced portfolio of US Equities (SPY), EM Equities (VWO/EEM) and Gold (GLD) clubbed with Bond ETFs (try UCITS preferably LQDA or a BND, LQD)Also do run the algorithm at Kristal.AI (investments upto $50,000 are free) and see what that shows for your profile. Happy to help out if you need more info.0 comments1"
