,content
question,"Loans Asked by AnonymousAsked on 07 Jun 2019Could anyone give me some advice as to get out of my debt situation. Where can I even start? Hi Seedly Peeps,Long story short, I have been struggle with a failed investment for the past 5 months, which resulted approx S$30k debtsI have 99% exhausted my cash, my credit card & my loans... I was thinking to pick up Debt Consolidation Plan (DCP) but it must be 12x of my monthly salary hence I am not eligible for DCP...My CC and Loan interest are snow balling like mad and I'm really struggling af, any advice to get me out of this turmoil please?12 answersAnswerBump2"
0,Answers (12)Sort By Most UpvoteMost UpvoteMost Recent
1,"Kenichi Xi, nᴉʍ oʇ dǝnᴉʇsǝd 不能说的秘密 at Tag Team with Gabriel ThamLevel 6. MasterUpdated on 07 Jun 2019远水救不了近火.The most direct solution is to get loans from parents and relatives.You might not be able to get the full amount from one group but you can portion out the loan amount to make it acceptable by them to loan you.Getting the loan from people who trust and willing to help you, YOU MUST FOCUS ON SETTLING THE DEDT FULLY and not prolong or increase the mistake.Make resolution from this bad experiences and learn not to trust people too easily and cherish the people who help you this round.1 comment7"
2,Gabriel Tham07 Jun 2019Thank you buddy! hope it helps the question poster!
3,"Cedric Jamie Soh, Director at Seniorcare.com.sgTop Contributor (Sep)Level 7. Grand MasterUpdated on 07 Jun 2019A) sell old stuff in carousell- every little bit helps.B) faster grabfood or foodpanda, don't use scooter or bicycle, just walk first, earn as much as possible dailyC) small amount do the minimum repayment to the bank. If u can do at least minimum repayment, you can talk easier to them to extend the loan period or reduce interest rates.Borrow from other banks only if1) the new loan has a lower interest rate. If you have existing credit card, go for 6 months balance transfer promotion. The rate is usually 2-3% for 6months for balance transfer. Go google for ""balance transfer"". This offer will not extend to you if any banks has registered you as ""bad debt"" in credit bureau.2) you have an existing job, so the 6 months loan promo helps you to extend the deadline for another 6months while you work and save.3) extra job to earn more and repay faster4) Do NOT ever skip any repayment amount. Pay the minimum AT LEAST(more if possible). This is very important to signal to the bank you are not a bad debtor. If you have bad debt, it is going to take huge effort to restore your credit assessment, and woes on you later for property or car loan5) If you need to borrow from relatives, borrow with every intention to return. If you do not return, the lost amount is nothing compared to your reputation loss... forever.Draw out a reasonable plan, show them you can repay them $X amount per month, for how many months, and perhaps offer a slight interest that is lower than what you are paying now.Calculate and prepare all these before approaching relatives or friends, this will at least show that you are prepared.And most importantly, obey your debt obligations.You need your friends and relatives to come off in 6months or 12 months thinking ""ok this guy not bad, i helped him and i did not regret helping him"".Its okay to borrow money, but if you do not repay them, the trust lost willdestroy relationship, ESPECIALLY among relatives.EDIT I will like to add, the debt is manageable- $30k can be repaid off in 2 years.Most people can't because they have pride. Put down your pride, put all your awake time to work for jobs. IF you are talented, go for upwork.com or fiverr.com and work Part times.If not, go for GrabFood or Foodpanda or etc.Hardwork can pay off $30k. Sweat a bit.0 comments6"
4,"Gabriel Tham, Kenichi Tag Team Member at Tag TeamLevel 8. WizardUpdated on 14 Jun 2019I am no expert here but let me try my best.Credit card interest rate is insane and killer. I think you can apply for a personal loan, at a much lower interest rate. Then immediately use the personal loan cash to pay off all credit cards.If you have other loans at high interest rates, use the personal loan to clear them all off first.Then focus all your effort to clear the personal loan. Don't take anymore risk in investing. There is no easy way out anymore and its just facing the reality here. Make some sacrifice, cut down expenses where you can.3 comments4"
5,See all 3 comments Charmaine Ng14 Jun 2019Please do not think of getting more loans to tide over. It doesn't help you really. What you are getting is more loans and more interest rates. Please contact CCS (per my above suggestion) and get advice from the guys who have helped many with their debts (with no incentives...!)Charmaine Ng14 Jun 2019Sorry I meant I posted a comment below; with links and experiences in CCS. Do not take on more debt though! All the best
6,Tay Jia XingLevel 2. RookieUpdated on 07 Jun 2019Https://www.ccs.org.sgPlease seek assistance from CCS. Give them a call. https://www.ccs.org.sg/services/page/debt-management-programmeSee if they can put in under DMP. All the best0 comments3
7,"Png Cheng Xi Damien, Happy Life Seeker at HomeLevel 4. ProdigyUpdated on 08 Jun 2019How much difference is it away from 12x of your salary?Unpopular opinion: If it's not too near away, take up a little more to reach the 12x so you quality for DCP (which is usually at 6-8% p.a. with 1-2% processing fee - much better than any other loan out there).An easier to stomach option would be trying to get a balance transfer to reduce the highest interest loans first. You then give yourself some breathing time to work things out.If you have a private property, you can reverse mortgage it to get cash (secured loan) and pay off these high interest debts. Current interest rate on secured loan should not be higher than 2.3%.If you live in a large HDB (4/5 room), it may be worthwhile to downsize to a less-prime location to unlock cash. Of course, please do your calculations right. You don't want do all that to only have your money lock up in CPF.By calculations, if you maxed out your credit cards and loans, it should reasonably be around 12x since credit card limits are usually 4x monthly income (per bank). Or if your gross income is actually pretty high, speak to a bank about restructuring your loans. They will usually allow you to do that (approx 10% p.a. with 3% processing fee). From there, you can slowly pay off in bulk when you have more cash.Sources to get more cash: Drive Grab during your free time (~$15/hr). If you focus only on peak timing, you can make around $30/hr. Do part-time jobs such as events ($10-15/hr). Deliver Grabfood - lower entry criteria. You can even do it on foot/bicycle - approx $8/hr.0 comments2"
8,"Serene TohLevel 5. GeniusUpdated on 09 Jun 2019Starting off. Do let your love ones know about your situation, if not letting them know is worsening your debt due to you having to keep face.Even if you don’t want to borrow from them. At least let them know so they won’t expect certain things from you. If you are married, it is even more important you share the same goal.Second to get extra income, as some of the others mention, can be grab driver, etc. If you got property can rent it out (one room or stay with parents and rent whole unit out). Sell off assets like car if you are not going to be grab driver. (Convenience should be the last of your concern). Sell off other investments, except insurance.Lastly, manage your lifestyle, I added this as there are really many people who have no self awareness to their spending. Eg. If you sell your car you really shouldn’t be taking a cab anymore. Stop all restaurant visits including fast food. Budget everything and keep to it strictly. Like each meal should not exceed $5 if you eat out, etc. Clearly identify needs and wants. Basically life will be hard but the more difficult it is, the faster you can clear your debt. If you take the attitude that it’s just a few dollars, and relax every other day, you will take longer to clear your debt.0 comments1"
9,"Siow NanLevel 6. MasterAnswered on 08 Jun 2019Clear the high interest loans quickly first and at least make the minimum monthly repayments to avoid additional penalties.seek help from your friends/family to help to clear away the high interest debts for you first. Save more from your current income, cut expenses, look to sell some of your excess luxury items to tide you over this short period..0 comments1"
10,"Bang HongLevel 4. ProdigyAnswered on 08 Jun 2019Call CCS  6225 5227  for help.Seek immediate family or 1 level extended for money help. Please be upfront of the things you are at, and your plans.I am not as forgiving as others, people like you should be punished, because of your sin or issues you are affecting people, yes, making people uncomfortable (possibly).1) Call the helpline and see what they can plan for you. They are professionals as they see many such cases like this.2) $30k is an amount that is able to repay someone within a year if you are truly sorry and work extra hard including saturday and sundays. Bare in mind it is your wrong doing or wrong judgement that cause this, please feel very gulity and do something about it. Let that gulit become a lifelong life session which you may help your other friends in the future.0 comments1"
